max ch1,min ch1,mean ch1,mode ch1,max ch2,min ch2,mean ch2,mode ch2,max ch3,min ch3,mean ch3,mode ch3,max ch4,min ch4,mean ch4,mode ch4,label
2116.1,1814.7,1957.0,1850.6,1039.8,724.2,871.2,740.3,2249.5,1918.0,2082.3,2186.7,2031.4,1895.0,1957.0,1958.2,99.0
2116.3,1809.3,1957.0,1850.6,1039.8,733.6,872.5,747.6,2252.0,1916.3,2083.1,2186.7,2031.4,1894.4,1957.4,1905.7,99.0
2122.3,1809.3,1958.2,2042.6,1043.5,733.6,873.8,749.1,2263.2,1916.3,2084.5,1935.2,2034.1,1894.4,1958.0,1957.0,99.0
2122.3,1809.3,1957.2,1853.8,1043.5,735.2,873.2,741.8,2263.2,1916.3,2083.8,1968.1,2034.1,1894.4,1957.1,1957.0,99.0
2122.3,1809.3,1956.3,1853.8,1043.5,735.2,873.7,759.3,2263.2,1916.3,2083.5,1968.1,2034.1,1894.4,1956.4,1909.1,99.0
2122.3,1809.3,1955.4,1853.8,1043.5,734.8,873.2,747.4,2263.2,1916.3,2083.1,1968.1,2034.1,1894.4,1956.0,1959.5,99.0
2122.3,1809.3,1955.3,1853.8,1043.5,734.8,872.8,749.8,2263.2,1916.3,2083.2,1968.1,2034.1,1894.4,1955.9,1959.5,99.0
2122.3,1819.5,1956.7,1849.5,1043.5,734.8,874.5,749.8,2263.2,1924.8,2084.5,1968.1,2034.1,1897.2,1956.3,1907.5,99.0
2116.0,1819.5,1956.3,1849.5,1042.5,734.8,874.3,758.6,2250.1,1924.8,2084.4,1968.1,2023.8,1897.2,1956.4,1907.5,99.0
2116.0,1819.5,1956.4,1847.5,1042.5,734.8,874.4,1003.9,2250.1,1924.8,2085.1,2207.8,2023.8,1897.2,1956.9,1907.5,99.0
2116.0,1819.5,1958.3,1840.4,1045.0,734.8,876.3,765.1,2251.6,1924.8,2086.5,1989.4,2023.8,1897.2,1958.2,1907.5,99.0
2116.0,1815.2,1958.3,1840.4,1045.0,734.0,876.7,765.1,2253.8,1942.9,2086.9,2207.8,2023.8,1897.2,1958.0,1903.2,99.0
2116.0,1806.5,1956.8,1840.4,1045.0,721.7,876.8,765.1,2253.8,1929.1,2086.6,1945.0,2023.8,1897.2,1957.1,1901.1,99.0
2120.7,1557.3,1944.2,1840.4,1045.0,451.3,862.1,765.1,2260.1,1633.9,2071.6,1945.0,2023.8,1832.4,1953.6,1901.1,99.0
2120.7,1557.3,1942.1,1840.4,1045.0,451.3,860.4,745.7,2260.1,1633.9,2070.0,1945.0,2022.2,1832.4,1951.7,1901.1,99.0
2120.7,1557.3,1942.9,1808.1,1045.0,451.3,861.7,734.6,2260.1,1633.9,2070.9,1945.0,2015.2,1832.4,1951.4,1901.1,99.0
2120.7,1557.3,1942.8,1808.1,1042.1,451.3,861.1,720.2,2260.1,1633.9,2070.6,1945.0,2015.2,1832.4,1951.5,1915.3,99.0
2120.7,1557.3,1942.3,1808.1,1042.0,451.3,860.7,720.2,2271.5,1633.9,2070.9,1900.4,2012.2,1832.4,1951.1,1903.1,99.0
2120.7,1557.3,1944.3,1808.1,1042.0,451.3,862.2,720.2,2271.5,1633.9,2071.5,1900.4,2012.2,1832.4,1952.4,2001.6,99.0
2115.6,1774.4,1956.8,1795.6,1042.0,690.9,876.2,720.2,2271.5,1884.2,2086.4,1900.4,2014.6,1896.4,1955.5,2001.6,99.0
2115.6,1774.4,1956.9,2035.6,1042.0,690.9,877.2,720.2,2271.5,1884.2,2087.0,1900.4,2014.6,1903.1,1956.1,2001.6,99.0
2115.6,1774.4,1957.9,2035.6,1042.0,690.9,878.4,720.2,2271.5,1884.2,2087.8,1900.4,2014.6,1903.1,1956.9,1921.4,99.0
2115.6,1774.4,1956.0,2035.6,1037.1,690.9,877.3,962.1,2271.5,1884.2,2086.6,1900.4,2014.6,1891.1,1955.2,1995.2,99.0
2117.4,1782.8,1956.1,2035.6,1051.8,697.0,878.3,962.1,2260.0,1890.6,2086.4,1904.1,2018.1,1891.1,1954.8,1941.8,99.0
2186.7,1784.1,1956.9,2035.6,1126.7,697.0,879.3,962.1,2330.7,1890.7,2087.6,1904.1,2055.5,1886.0,1955.5,1941.8,99.0
2186.7,1781.0,1956.6,2035.6,1126.7,695.2,879.3,720.9,2330.7,1892.3,2087.6,1925.2,2055.5,1886.0,1955.5,1941.8,99.0
2186.7,1781.0,1956.9,1830.1,1126.7,695.2,879.8,720.9,2330.7,1892.3,2087.5,1925.2,2055.5,1886.0,1954.7,1941.8,99.0
2186.7,1781.0,1954.5,1861.5,1126.7,695.2,878.5,720.9,2330.7,1892.3,2085.6,1925.2,2055.5,1886.0,1952.7,1951.0,99.0
2186.7,1781.0,1953.9,1861.5,1126.7,695.2,878.7,720.9,2330.7,1892.3,2084.9,1915.0,2055.5,1886.0,1952.0,1951.0,99.0
2186.7,1781.0,1954.1,1861.5,1126.7,695.2,879.3,720.9,2330.7,1892.3,2084.8,1915.0,2055.5,1886.0,1952.2,1951.0,99.0
2156.4,1781.0,1954.7,1861.5,1080.7,695.2,879.8,726.2,2306.9,1892.3,2084.9,2034.4,2029.1,1888.2,1951.9,1951.0,99.0
2147.0,1790.3,1954.9,1895.0,1076.4,712.5,880.7,726.2,2290.7,1907.8,2085.6,2022.1,2016.2,1886.1,1951.8,1931.6,99.0
2114.4,1790.3,1953.2,1903.2,1040.1,719.7,880.6,726.2,2262.3,1907.8,2084.2,2022.1,2020.0,1868.7,1950.5,1931.6,99.0
2111.1,1762.5,1955.1,1809.9,1043.6,700.0,882.5,726.2,2251.6,1863.1,2085.7,1946.7,2040.4,1858.2,1951.4,1931.6,99.0
2126.2,1747.6,1957.0,1918.7,1049.0,700.0,885.0,821.9,2285.7,1863.1,2089.1,1946.7,2057.7,1858.2,1953.5,1931.6,99.0
2126.2,1747.6,1956.5,1918.7,1049.0,700.0,885.3,811.8,2285.7,1863.1,2088.1,1928.2,2057.7,1858.2,1952.8,1931.6,99.0
2126.2,1747.6,1955.2,1811.8,1049.0,700.0,886.7,806.8,2285.7,1863.1,2086.3,1928.2,2057.7,1858.2,1950.7,1880.5,99.0
2126.2,1747.6,1955.0,1811.8,1049.0,700.0,888.8,794.3,2285.7,1863.1,2085.3,2211.3,2057.7,1858.2,1949.7,1912.0,99.0
2126.2,1747.6,1957.7,1811.8,1059.4,700.0,892.6,958.3,2285.7,1863.1,2087.3,2211.3,2057.7,1858.2,1951.6,1912.0,99.0
2126.2,1747.6,1957.2,1851.4,1059.4,700.6,894.6,810.6,2285.7,1870.1,2087.1,2211.3,2057.7,1859.9,1951.0,1946.2,99.0
2106.6,1796.1,1955.9,1851.4,1059.4,735.7,894.6,810.6,2281.4,1905.1,2082.8,2211.3,2029.4,1894.6,1945.7,1905.8,99.0
2106.6,1824.6,1957.0,1851.4,1059.4,761.8,897.1,810.6,2281.4,1928.0,2083.5,1946.4,2029.4,1896.1,1945.1,1905.9,99.0
2106.6,1831.9,1957.8,1855.9,1059.4,776.4,899.2,810.6,2281.4,1934.7,2086.1,1989.9,2029.4,1896.1,1945.1,1905.9,99.0
2106.6,1842.1,1957.9,1956.6,1059.4,778.5,900.0,907.0,2281.4,1945.8,2087.9,2008.2,2029.4,1899.9,1943.0,1905.9,99.0
2092.7,1864.5,1953.4,1956.6,1015.8,805.0,897.2,907.0,2281.4,1945.8,2083.8,2008.2,2029.4,1826.2,1932.3,1905.9,99.0
2044.5,1886.4,1951.6,1950.1,988.5,801.4,896.5,900.6,2182.9,1986.3,2081.4,2023.2,2001.6,1826.2,1934.5,1905.9,99.0
2006.1,1886.4,1951.4,1950.1,960.7,801.4,898.6,900.6,2166.9,1986.3,2084.2,2042.4,2049.1,1826.2,1940.8,1880.2,99.0
2018.7,1873.9,1949.8,1944.6,960.7,801.4,900.5,904.1,2214.0,1986.3,2087.2,2042.4,2085.7,1826.2,1953.2,1880.2,99.0
2018.7,1863.6,1947.3,1944.6,960.7,801.4,900.8,897.8,2214.0,1986.3,2087.3,2095.9,2100.9,1826.2,1956.5,1880.2,99.0
2018.7,1857.3,1947.0,1944.6,960.7,801.4,900.3,897.8,2214.0,1973.1,2083.8,2042.4,2124.6,1722.8,1957.2,1880.2,99.0
2033.3,1857.3,1950.5,1938.2,1020.8,801.4,904.2,897.8,2214.0,1973.1,2087.6,2054.8,2124.6,1722.8,1959.0,1901.3,99.0
2063.4,1857.3,1954.4,1938.2,1020.8,788.9,907.6,890.3,2227.6,1962.7,2091.1,2043.3,2124.6,1722.8,1960.0,1961.9,99.0
2063.4,1857.3,1954.0,1938.2,1020.8,788.9,907.0,879.9,2227.6,1962.7,2089.1,2043.3,2124.6,1722.8,1948.4,1961.9,99.0
2076.1,1857.3,1955.7,1919.1,1020.8,788.9,907.3,846.1,2289.1,1962.7,2088.4,2043.3,2203.0,1722.8,1943.6,1961.9,99.0
2076.1,1857.3,1954.7,1919.1,1020.8,788.9,903.8,846.1,2289.1,1962.7,2087.3,2024.0,2319.1,1686.2,1949.7,1732.5,99.0
2076.1,1840.5,1955.5,1903.0,1020.8,770.5,906.3,846.1,2289.1,1930.8,2089.4,2024.0,2319.1,1686.2,1931.8,1865.3,99.0
2081.5,1819.1,1955.8,1903.0,1037.3,770.5,907.5,846.1,2299.1,1905.4,2091.3,2024.0,2319.1,1686.2,1939.4,1863.9,99.0
2081.5,1758.3,1949.6,1921.8,1037.3,703.9,902.4,847.3,2299.1,1825.3,2086.6,2034.8,2319.1,1686.2,1956.2,1863.9,99.0
2091.1,1758.3,1952.1,1903.0,1042.0,703.9,903.5,856.6,2299.1,1825.3,2087.8,1942.4,2319.1,1682.2,1943.1,1752.0,99.0
2164.0,1722.5,1953.0,1912.6,1127.4,667.0,903.8,856.6,2332.5,1810.5,2087.8,1942.4,2319.1,1682.2,1934.4,1921.7,99.0
2164.0,1722.5,1953.7,1863.3,1127.4,667.0,906.1,856.6,2332.5,1810.5,2086.0,1942.4,2187.2,1682.2,1925.1,1921.7,99.0
2164.0,1722.5,1952.6,1863.3,1127.4,667.0,905.1,768.3,2332.5,1810.5,2085.0,1942.4,2187.2,1682.2,1943.6,1921.7,99.0
2164.0,1722.5,1952.3,2033.1,1127.4,667.0,903.5,768.3,2332.5,1810.5,2083.0,1937.8,2187.2,1682.2,1946.0,1939.7,99.0
2164.0,1722.5,1956.0,2033.1,1127.4,667.0,906.8,798.2,2332.5,1810.5,2085.6,1937.8,2048.0,1682.2,1927.0,1939.7,99.0
2164.0,1722.5,1953.9,2033.1,1127.4,667.0,905.9,798.2,2332.5,1810.5,2084.7,2169.6,2048.0,1840.2,1944.7,1939.7,99.0
2098.5,1786.8,1953.5,2033.1,1045.0,733.6,905.4,798.2,2289.3,1850.5,2083.7,2169.6,2048.0,1840.2,1943.5,1879.4,99.0
2098.5,1793.3,1953.2,2033.1,1045.0,767.3,904.5,783.5,2289.3,1850.5,2082.7,2169.6,2048.0,1840.2,1943.1,1879.4,99.0
2176.6,1729.6,1953.7,1855.4,1141.1,662.3,905.5,783.0,2343.7,1828.2,2084.6,2169.6,2048.0,1840.2,1943.6,1966.6,99.0
2176.6,1729.6,1954.2,1853.5,1141.1,662.3,906.8,783.0,2343.7,1828.2,2085.4,2169.6,2043.3,1840.2,1941.8,1971.2,99.0
2176.6,1729.6,1954.9,1832.1,1141.1,662.3,907.9,774.7,2343.7,1828.2,2087.0,1959.7,2005.3,1840.2,1940.2,1882.6,99.0
2176.6,1729.6,1954.2,1832.1,1141.1,662.3,907.9,774.7,2343.7,1828.2,2087.5,1959.7,2005.3,1872.6,1942.6,1962.9,99.0
2176.6,1729.6,1952.9,2052.3,1141.1,662.3,908.4,948.0,2343.7,1828.2,2087.6,1948.6,2005.3,1881.6,1944.9,1932.4,99.0
2176.6,1729.6,1954.5,1842.1,1141.1,662.3,910.0,948.0,2343.7,1828.2,2088.4,1948.6,2015.6,1881.6,1944.5,1962.9,99.0
2127.7,1748.2,1953.8,1842.1,1095.1,690.2,909.3,783.7,2303.8,1832.2,2087.1,1948.6,2015.6,1886.2,1942.8,1977.3,99.0
2127.7,1748.2,1952.8,1842.1,1095.1,690.2,908.0,783.7,2303.8,1832.2,2086.3,1945.2,2015.6,1886.2,1942.4,1940.7,99.0
2127.7,1748.2,1952.2,2052.3,1095.1,690.2,908.3,783.7,2303.8,1832.2,2086.0,1945.2,2015.6,1886.2,1942.3,1940.7,99.0
2127.7,1748.2,1954.7,1838.4,1095.1,690.2,911.0,992.9,2303.8,1832.2,2088.3,1945.2,2015.6,1886.2,1944.6,1926.1,99.0
2127.7,1748.2,1956.2,1853.9,1095.1,690.2,911.6,831.2,2303.8,1832.2,2089.3,1945.2,2015.6,1886.2,1946.1,1938.4,99.0
2127.7,1748.2,1955.7,1853.9,1095.1,690.2,911.4,831.2,2303.8,1832.2,2090.2,1945.2,1998.3,1886.2,1946.0,1938.4,99.0
2081.5,1797.8,1956.1,1853.9,1046.3,740.4,911.6,831.2,2254.6,1891.6,2090.8,1945.2,1991.9,1906.6,1946.6,1927.6,99.0
2078.1,1845.3,1956.9,1859.4,1039.3,787.9,912.7,831.2,2226.7,1966.9,2091.5,2210.6,1995.0,1906.6,1946.3,1918.5,99.0
2078.1,1837.6,1956.9,1854.8,1039.3,785.7,912.2,831.2,2235.6,1958.7,2091.9,2210.6,2001.2,1906.6,1946.8,1918.5,99.0
2078.1,1837.6,1956.5,1955.8,1039.3,785.7,912.0,797.7,2235.6,1953.1,2091.2,1961.6,2001.2,1905.8,1945.7,1917.1,99.0
2078.1,1837.6,1955.1,1859.9,1035.1,780.8,911.2,797.7,2235.6,1951.2,2089.8,1961.6,2001.2,1905.8,1944.1,1917.1,99.0
2078.1,1837.6,1956.0,1859.9,1035.1,780.8,911.8,797.7,2235.6,1951.2,2090.6,1961.6,2001.2,1905.8,1945.0,1917.1,99.0
2078.1,1837.6,1955.7,1853.1,1035.1,780.8,912.0,797.7,2235.6,1951.0,2090.6,1960.7,2001.2,1905.8,1945.0,1917.1,99.0
2076.3,1837.6,1956.5,1853.1,1035.1,780.8,912.8,799.0,2235.6,1951.0,2091.1,1960.7,2001.2,1905.8,1945.3,1917.1,99.0
2070.7,1837.6,1957.2,1866.9,1034.7,780.8,913.9,799.0,2226.4,1951.0,2091.3,1960.7,1994.5,1905.8,1945.6,1917.1,2.0
2063.8,1837.6,1955.9,1866.9,1029.5,780.8,912.8,793.4,2222.5,1951.0,2090.8,1960.7,1994.5,1902.8,1944.7,1935.2,2.0
2063.8,1840.5,1955.8,1866.9,1029.5,789.8,913.0,793.4,2222.5,1951.0,2090.4,1960.7,1994.5,1902.8,1943.9,1935.2,2.0
2065.8,1840.5,1955.6,1866.9,1028.5,792.4,913.2,793.4,2213.6,1951.0,2089.9,1973.0,1994.5,1902.8,1943.1,1925.9,2.0
2072.6,1844.6,1955.4,1866.9,1028.5,793.4,913.3,810.9,2221.5,1954.8,2090.1,1973.0,1994.5,1902.8,1943.0,1925.9,2.0
2072.6,1852.6,1955.0,1862.3,1041.1,803.6,913.5,818.2,2222.8,1964.3,2090.2,1979.8,1994.5,1902.8,1942.0,1924.5,2.0
2074.2,1848.3,1954.9,1857.3,1044.7,799.6,913.7,813.1,2225.6,1967.7,2090.2,1968.2,1993.7,1902.8,1941.8,1924.5,2.0
2074.2,1846.9,1956.0,1851.8,1044.7,794.4,914.8,1019.4,2230.5,1963.1,2091.4,1968.2,1997.2,1904.2,1942.9,1926.2,2.0
2074.2,1838.7,1956.2,1851.8,1044.7,794.4,915.8,912.9,2230.5,1960.0,2092.3,1968.2,1997.2,1904.2,1943.8,1921.1,2.0
2074.2,1833.8,1956.5,1851.8,1044.7,779.6,916.4,912.9,2230.5,1945.8,2092.6,1965.5,1997.2,1896.8,1943.8,1921.1,2.0
2074.2,1833.8,1957.7,1851.8,1044.7,779.6,917.8,814.2,2230.5,1945.8,2093.7,1965.5,1997.2,1896.8,1944.7,1920.2,2.0
2074.2,1833.8,1956.7,1849.9,1044.7,779.6,917.5,814.2,2230.5,1945.8,2093.2,1959.7,1997.2,1896.8,1945.0,1921.1,2.0
2077.4,1831.0,1956.6,1849.9,1039.5,779.6,917.8,814.2,2230.5,1945.8,2093.0,1959.7,1997.2,1896.8,1944.3,1921.1,2.0
2077.4,1831.0,1956.8,1849.9,1039.5,779.6,918.8,797.9,2228.1,1945.8,2093.3,1959.7,1999.7,1896.8,1944.3,1970.4,2.0
2077.4,1831.0,1957.4,1849.9,1039.5,779.6,918.9,806.0,2228.1,1945.8,2093.5,1959.7,1999.7,1896.8,1944.3,1914.3,99.0
2077.4,1831.0,1958.5,1861.8,1038.8,788.3,920.8,994.6,2228.1,1947.8,2095.0,1959.7,1999.7,1901.2,1945.5,1921.6,99.0
2077.4,1831.0,1959.1,1861.8,1038.8,788.3,922.0,994.6,2228.1,1947.8,2096.0,1959.7,1999.7,1901.2,1945.8,1921.6,99.0
2077.4,1831.0,1959.9,1862.6,1038.8,788.3,922.9,987.4,2228.1,1947.8,2096.7,1966.1,1999.7,1901.2,1945.8,1921.6,99.0
2070.5,1848.1,1960.6,1863.5,1034.5,804.8,923.6,987.4,2227.0,1957.0,2097.4,1966.1,1999.7,1905.1,1946.3,1925.4,99.0
2064.0,1848.1,1959.5,1877.9,1034.5,804.8,922.5,987.4,2217.5,1957.0,2096.6,1984.4,1992.3,1905.1,1945.4,1916.0,99.0
2064.0,1849.2,1958.2,1877.9,1035.5,806.4,922.0,1021.5,2217.5,1966.4,2095.6,2177.2,1992.3,1895.1,1944.1,1916.0,99.0
2070.2,1849.2,1956.4,1868.2,1035.5,808.7,920.2,1021.5,2217.7,1970.1,2093.6,2177.2,1990.0,1895.1,1942.4,1916.0,1.0
2070.4,1842.8,1954.9,1862.2,1035.5,805.1,918.7,1021.5,2230.6,1964.7,2091.9,1982.8,1988.1,1895.1,1941.4,1916.0,1.0
2072.7,1842.8,1954.8,1862.2,1053.8,801.8,918.7,1021.5,2230.6,1958.8,2091.5,1982.8,1990.0,1895.1,1941.5,1963.4,1.0
2077.2,1838.5,1953.9,1963.8,1053.8,795.7,918.2,807.9,2235.7,1956.6,2090.8,1970.1,1994.8,1895.1,1940.6,1909.8,1.0
2077.2,1838.5,1954.4,1963.8,1053.8,790.8,919.3,806.7,2235.7,1945.4,2090.9,1970.1,1995.4,1895.1,1941.1,1904.1,1.0
2077.2,1838.5,1956.1,1963.8,1053.8,790.8,921.2,943.3,2235.7,1945.4,2092.6,1961.6,1995.4,1901.0,1942.6,1909.8,1.0
2077.2,1838.5,1956.6,1963.8,1053.8,790.8,921.7,807.9,2235.7,1945.4,2093.4,1961.6,2002.3,1901.0,1943.2,1909.8,1.0
2077.2,1838.5,1957.5,1963.8,1053.8,790.8,923.3,807.9,2235.7,1945.4,2094.3,1961.6,2002.3,1901.0,1943.7,1976.1,1.0
2077.2,1836.4,1957.7,2045.5,1048.2,790.8,923.7,805.4,2235.7,1945.4,2094.7,1961.6,2002.3,1901.0,1943.8,1932.8,1.0
2071.9,1836.4,1958.0,1854.9,1048.2,790.8,924.3,805.4,2229.6,1945.4,2095.1,1961.6,2002.3,1903.4,1944.1,1976.1,1.0
2071.9,1836.4,1958.3,2045.5,1039.4,798.9,925.0,805.4,2227.0,1948.6,2095.8,1965.1,2002.3,1903.4,1944.1,1924.0,1.0
2071.9,1836.4,1958.0,1854.9,1039.4,798.9,924.6,805.6,2227.0,1948.6,2095.7,1971.2,2002.3,1903.4,1943.7,1924.0,1.0
2064.0,1836.4,1957.0,1854.9,1039.4,799.2,924.0,991.3,2222.5,1948.6,2094.7,1971.2,1991.0,1898.8,1942.7,1915.2,1.0
2057.0,1836.4,1956.7,1865.7,1033.5,799.2,923.2,985.2,2222.5,1948.6,2094.3,1974.9,1991.0,1898.8,1942.0,1915.2,1.0
2058.4,1845.1,1956.6,2009.9,1028.0,805.6,923.3,993.0,2210.6,1956.5,2094.2,2168.2,1988.9,1898.8,1941.9,1915.2,99.0
2061.4,1853.6,1957.1,1871.1,1034.2,808.5,923.4,993.0,2208.0,1959.9,2094.5,2168.2,1982.9,1898.8,1942.0,1921.9,99.0
2062.0,1855.9,1956.6,1893.6,1034.2,808.5,922.4,993.0,2208.0,1967.4,2093.9,2013.7,1984.8,1898.8,1941.5,1921.9,99.0
2083.1,1855.9,1959.3,1893.6,1054.8,808.5,924.8,835.9,2232.8,1968.7,2096.2,2013.7,1992.9,1898.8,1943.1,1915.2,99.0
2083.1,1864.3,1960.3,1887.7,1054.8,823.5,925.8,835.3,2232.8,1976.8,2096.9,2013.7,1992.9,1907.0,1943.9,1915.2,99.0
2083.1,1860.8,1960.3,1914.7,1054.8,823.2,925.8,833.6,2232.8,1985.5,2097.1,2013.7,1992.9,1859.0,1943.4,1968.5,99.0
2083.1,1858.0,1960.5,1914.7,1054.8,815.4,926.4,978.6,2232.8,1980.3,2097.4,2013.7,1992.9,1859.0,1940.5,1959.5,99.0
2083.1,1855.8,1959.8,1914.7,1054.8,815.4,926.2,823.2,2232.8,1980.2,2097.1,1995.1,1992.9,1859.0,1940.5,1919.6,99.0
2083.1,1853.2,1960.3,1914.7,1054.8,806.2,925.8,823.2,2232.8,1975.5,2097.1,1994.4,1993.0,1859.0,1941.7,1957.4,99.0
2072.1,1853.2,1958.0,1914.7,1049.4,806.2,923.7,823.2,2227.2,1971.1,2094.7,1985.3,1993.0,1859.0,1939.7,1957.4,99.0
2072.1,1849.8,1957.9,1864.6,1049.4,806.2,924.0,827.4,2227.2,1971.1,2094.8,1985.3,1993.0,1859.0,1939.3,1920.8,99.0
2072.1,1849.8,1957.9,1864.4,1049.4,806.2,924.5,827.4,2227.2,1971.1,2094.5,1982.5,1993.0,1862.8,1939.5,1920.8,2.0
2073.6,1849.8,1957.9,1864.4,1047.4,806.2,924.1,827.4,2225.9,1970.3,2094.2,2138.3,1993.0,1899.2,1941.9,1920.8,2.0
2073.6,1849.8,1957.7,1864.4,1042.3,806.2,923.9,819.1,2226.7,1967.9,2094.0,2137.7,1993.0,1898.2,1941.0,1939.8,2.0
2073.6,1848.9,1957.3,2041.7,1042.3,807.0,925.3,819.1,2226.7,1967.7,2094.1,2137.7,1990.4,1898.2,1939.9,1904.2,2.0
2080.8,1848.9,1957.9,1859.2,1050.7,807.0,926.2,1032.0,2227.9,1967.7,2094.9,2137.7,1995.3,1898.2,1940.9,1905.7,2.0
2080.8,1848.9,1958.5,1863.2,1050.7,803.0,926.5,819.1,2229.8,1963.2,2095.4,1975.5,1999.3,1898.2,1941.4,1909.7,2.0
2080.8,1840.3,1958.2,1863.2,1050.7,789.8,926.0,819.2,2229.8,1912.7,2094.1,1975.5,2057.4,1898.2,1943.8,1935.8,2.0
2080.8,1840.3,1958.0,1863.2,1050.7,789.8,924.5,806.2,2229.8,1912.7,2088.1,1941.5,2057.4,1898.2,1953.1,1935.8,2.0
2080.8,1840.3,1958.7,1857.8,1050.7,789.8,925.5,1031.0,2238.7,1912.7,2088.4,1941.5,2057.4,1898.1,1954.1,1935.8,2.0
2080.8,1840.3,1958.8,1857.8,1050.7,789.8,925.4,1031.0,2238.7,1912.7,2088.9,1941.5,2057.4,1898.1,1954.1,1935.8,2.0
2079.6,1835.6,1957.6,1958.8,1045.9,789.8,924.5,806.2,2238.7,1912.7,2087.7,1941.5,2057.4,1896.2,1952.9,1935.8,2.0
2070.6,1835.6,1957.3,1958.8,1046.4,789.8,924.8,919.4,2238.7,1912.7,2087.8,1941.5,2057.4,1896.2,1952.2,1935.8,2.0
2070.6,1835.6,1957.8,1959.2,1046.4,791.2,925.7,919.4,2238.7,1917.4,2089.9,1971.0,2048.6,1896.2,1950.4,1932.0,2.0
2070.6,1835.6,1958.1,2044.8,1046.4,800.5,928.1,919.4,2238.7,1958.0,2096.5,2205.5,1999.1,1896.2,1941.1,1932.0,2.0
2082.6,1835.6,1958.8,2044.8,1046.4,800.5,929.2,919.4,2250.4,1957.9,2097.5,1969.6,2003.6,1896.2,1941.9,1929.3,99.0
2082.6,1835.6,1959.5,1858.6,1047.0,800.5,930.6,950.4,2250.4,1957.9,2098.9,1969.6,2009.3,1892.7,1942.7,1932.0,99.0
2082.6,1839.4,1959.9,1858.6,1047.0,800.5,931.3,941.0,2250.4,1957.9,2099.4,1976.6,2009.3,1892.7,1943.0,1940.5,99.0
2082.6,1839.4,1959.7,1852.7,1047.0,800.5,931.3,926.8,2250.4,1957.9,2099.6,2214.0,2009.3,1892.7,1943.2,1930.8,99.0
2082.6,1836.1,1958.1,1858.6,1047.0,795.1,929.9,926.8,2250.4,1950.7,2097.8,2214.0,2009.3,1887.3,1941.7,1930.8,99.0
2082.6,1836.1,1957.7,1969.0,1047.0,795.1,929.9,926.8,2250.4,1950.7,2097.5,2100.5,2009.3,1887.3,1941.1,1906.6,99.0
2078.9,1836.1,1956.6,1969.0,1047.0,795.1,928.8,926.8,2239.9,1950.7,2096.6,2088.1,2009.3,1887.3,1939.5,1906.6,99.0
2078.9,1836.1,1955.5,2031.2,1045.6,795.1,928.0,926.8,2237.0,1950.7,2095.2,2088.1,1996.7,1887.3,1938.1,1906.6,1.0
2067.1,1836.1,1955.6,2031.2,1045.6,795.1,928.4,931.6,2230.9,1950.7,2095.8,2088.1,1996.0,1887.3,1937.9,1906.6,1.0
2067.1,1836.1,1955.3,1956.3,1046.6,795.1,928.6,931.6,2230.9,1950.7,2096.0,2088.1,1996.0,1887.3,1937.3,1931.1,1.0
2065.6,1844.0,1957.0,1956.3,1046.6,807.0,930.4,932.4,2230.9,1956.2,2097.5,2088.1,1996.0,1894.7,1938.3,1931.1,1.0
2067.4,1844.0,1957.0,1956.3,1046.6,807.0,930.2,826.8,2230.9,1956.2,2097.9,2213.4,1998.0,1894.7,1938.8,1906.5,1.0
2068.2,1844.4,1956.5,1956.3,1046.6,811.0,930.2,932.4,2232.7,1966.8,2098.0,1978.6,1998.0,1894.7,1938.8,1906.5,1.0
2068.2,1844.4,1956.8,1857.5,1049.7,812.7,930.9,932.4,2232.7,1968.1,2098.1,1978.6,1998.0,1892.5,1938.7,1906.5,1.0
2072.9,1844.4,1956.1,1858.5,1049.7,812.7,930.5,840.0,2232.7,1968.1,2097.6,1978.6,1998.0,1892.5,1938.6,1906.5,1.0
2072.9,1843.6,1955.3,1864.0,1049.7,815.1,930.4,840.0,2232.7,1965.3,2096.9,1978.6,1998.0,1892.5,1938.4,1906.5,1.0
2072.9,1843.6,1954.6,1864.0,1049.7,815.3,930.6,840.0,2232.7,1965.3,2096.7,1985.9,1998.0,1892.5,1938.0,1976.5,1.0
2072.9,1798.0,1949.6,1864.0,1049.7,764.0,925.1,840.0,2232.7,1876.2,2088.4,1984.1,2051.6,1892.5,1943.0,1976.5,1.0
2072.9,1798.0,1949.6,1864.0,1049.7,764.0,925.7,840.0,2230.5,1876.2,2088.7,1984.4,2051.6,1892.5,1942.9,1902.7,1.0
2072.9,1798.0,1949.8,1864.0,1044.4,764.0,925.3,1021.4,2230.5,1876.2,2088.6,1986.8,2051.6,1894.3,1943.3,1900.0,1.0
2066.8,1798.0,1950.3,1873.3,1046.9,764.0,926.2,823.8,2222.7,1876.2,2089.8,1986.8,2051.6,1894.3,1943.8,1908.6,1.0
2066.8,1798.0,1950.6,1873.3,1046.9,764.0,926.4,851.9,2222.5,1876.2,2090.5,1998.4,2051.6,1894.3,1944.4,1908.6,99.0
2066.7,1798.0,1951.2,1876.6,1046.9,764.0,926.6,851.9,2222.5,1876.2,2091.3,1998.4,2051.6,1897.0,1944.8,1908.6,99.0
2066.7,1758.9,1952.3,1876.6,1046.9,716.4,928.5,851.9,2222.5,1816.7,2094.2,1993.2,2038.6,1897.0,1942.2,1908.6,99.0
