main1,main2,harm1,harm2,labels
326.97289939731314,424.7400043060191,114.59046168477926,201.1678900303035,2.0
357.9303720743329,499.65516650968726,168.6640400565607,133.8727087850961,2.0
345.5815982924719,618.2711265527939,132.0243372053284,122.74534039662831,2.0
430.2103019790484,751.1901874813248,122.4166094180902,170.16745442312316,2.0
476.19383450307424,886.7828397582493,179.1189738876651,186.46499878449762,2.0
551.0529620081738,778.8320853738968,91.02024034070357,131.6231095325094,2.0
505.2048365715023,894.5416730557696,133.56124167457767,155.17282951480047,2.0
523.9707134793356,1033.8257179176517,168.7672176568017,134.15466229077956,2.0
491.4139058382703,797.9493561269558,92.84027070872133,93.83423661339917,2.0
666.4278555495414,932.5999924052123,117.50803829498734,116.28796277460998,2.0
633.7750262854947,897.3308199253132,98.0577208609737,111.17275544033662,2.0
607.8521006261419,793.4625434754784,157.1988098854271,113.61458748110525,2.0
584.2353062725995,825.6936193911578,154.65448009588374,128.18360823035712,2.0
341.74926137665744,855.1811284809129,196.064164133488,144.2771595752828,2.0
414.08311647646667,806.4954659632316,181.92096445781777,130.3300406362039,2.0
393.21418495558333,960.5983967007794,165.20289121947215,155.03551139584684,2.0
489.78010105009434,1079.3976996344747,168.8815761914859,144.06088318107402,2.0
593.4059325417273,1067.0988338653979,150.73224018066688,102.00581506761118,2.0
408.2220869664639,1111.7472561089678,183.7450590592487,139.0715006586801,2.0
318.8953312188465,1064.0880335880975,133.1317740662683,137.50501977599737,2.0
410.6764610859093,934.074490875501,174.34188090503014,140.6033182953189,2.0
419.0641183837351,892.1554374874542,148.0891474697625,99.61613205197575,2.0
439.95502262524207,798.7765085095017,113.39833199021184,140.03532678620573,2.0
497.07431842435307,544.2681343493323,80.5900096266576,96.31936303511523,2.0
397.06355059421486,599.7485048741903,199.28047644943678,120.41774369537973,2.0
491.70015494331506,588.9731441368309,173.23563311985578,149.77845495417995,2.0
398.4224320940339,540.5502195813367,132.9004910106131,136.44734677953713,2.0
331.2561277786017,507.54790969732494,151.8999064518479,146.44490133291572,2.0
364.0308861177466,518.6188758591832,176.73963031459888,136.75563472950574,2.0
389.77637105949105,487.1092985219884,148.466345985625,126.36216768457786,2.0
346.23705472702443,586.6799395448312,140.1498338675684,147.37021478515558,2.0
342.84975589595524,594.4589277086546,167.24188909761708,122.60937654518206,2.0
340.96156241862343,445.72064241770386,154.0569805433584,117.88454047643593,2.0
379.8184374814322,230.6849047257653,237.3960366691118,167.64166639304716,1.0
473.45998363347485,291.68569117117886,230.19209563284278,187.1102093999641,1.0
507.85562750627645,201.76610805810193,350.297150664861,143.06304972301388,1.0
477.86218629056685,259.8516439917108,477.3882562168112,147.26330419199115,1.0
466.91655149414066,293.6740775976714,521.7756860584079,189.24133348129746,1.0
452.45055012045134,236.20804093895202,539.8548398196579,119.06593529984475,1.0
539.4225348210307,295.59810833233433,549.8696821900489,124.08300467076236,1.0
545.3123919570481,274.73749719003143,535.1470527289823,124.30311406998868,1.0
526.6729485402993,262.6580651587974,530.9915390362223,116.12179338474476,1.0
564.7837401304694,264.2172975368162,581.6936280981897,99.98907681946544,1.0
730.7616445566127,291.73797766704007,492.398973738205,114.66333191681937,1.0
837.2374503060859,246.81894855002633,435.58343182021537,92.14361631784051,1.0
1139.0041926111007,315.2217285240424,423.5610861649072,93.27450357233494,1.0
1272.1420443204079,354.7398232936444,465.59970517324564,82.81702434363478,1.0
1256.5303430923368,379.3673432501776,489.6678557079067,105.13267510129056,1.0
1120.7110732193898,330.7242318678604,464.75825270091184,96.69943303832936,1.0
973.807709453504,322.2662651162296,422.1586904928508,119.6118585238569,1.0
1010.9393304425964,391.5163364662998,365.03156703872344,103.5338336423045,1.0
1044.3693620222582,384.3023433242345,399.70130397143066,83.42077681734862,1.0
939.3768540812923,347.4611459224769,383.57534322084655,60.92459289396377,1.0
871.1119900079138,324.7695369294581,346.2224349147128,127.50940861712465,1.0
735.2068284256407,277.9408348377027,315.25163406826573,127.6896514461916,1.0
734.4656990700912,403.8731361674295,332.2621602468179,106.57196898205291,1.0
740.6501483419431,407.26539868932804,297.76726816198163,118.47972184964893,1.0
976.1454146283813,472.5972328422346,291.98831920777394,116.68795859816058,1.0
1053.1324397016244,406.42027907372375,322.7164033793706,108.579569621872,1.0
1036.4292490885587,351.52596039853466,314.085706204382,80.82471482222903,1.0
1053.96465541576,288.49716310622847,301.5896407673137,84.48425932656781,1.0
1051.482866490244,428.08922379831165,346.7934588248678,63.4725349426069,1.0
998.1376984214331,427.1654805577044,370.58542882077643,119.63127106608123,1.0
976.2681886150984,339.6900699987481,364.1980496356735,105.20805486774071,1.0
939.2061198794866,430.7825187276167,328.7771517880536,85.46975786358644,1.0
759.1687953578426,439.09496939644146,342.82813135667953,92.56872737420171,1.0
398.60998789867926,328.0060211660178,184.27977283597522,151.52905156796106,2.0
451.5505340213437,445.71929837537544,168.36605303198507,165.54804065930676,2.0
380.16925652503716,512.8981099170884,180.99048340600874,157.04643850564784,2.0
329.8617095705879,482.30189197306504,158.039686792574,125.0025502856529,2.0
282.91617019046384,500.96368485820904,183.5327574041673,169.35073334798687,2.0
412.545631074793,476.9958606400417,178.96267126140737,140.92404160280736,2.0
229.14026084649186,470.3356856150321,150.06424032982832,184.45590931273685,2.0
318.5343499690135,466.53318827301206,125.36614204727714,151.9562987443214,2.0
276.6038957279215,487.1372916742024,121.9691656556425,171.4083731381498,2.0
252.2135970314306,477.5226787481835,161.48275845197102,192.7907590325427,2.0
291.5863950897654,400.93897472796084,153.39326793630062,174.12152839190355,2.0
358.38282665350096,378.7765747195904,101.51218787454701,137.3015313076906,2.0
313.3963159530663,410.4711258605881,138.5856083104027,86.3288146806056,2.0
262.03043832549923,362.350790717775,152.93976468183402,83.78461119626003,2.0
350.92276411097953,566.5003698998621,123.94540212898829,109.90214143342061,2.0
304.4728581846508,490.7269675597185,126.8698603289844,100.34606390714632,2.0
237.3713169865817,393.20878706852767,154.02844350832444,91.87149094543369,2.0
392.64645812106784,389.00850925874846,136.043916308705,105.40144336804799,2.0
437.9105820047404,338.5922213955183,127.3941641278618,86.7298094422052,2.0
330.23319340933506,404.6380346190411,174.33129683029554,81.76919462637295,2.0
386.45380028132365,364.62192925721587,115.59823786815491,142.13845154757524,2.0
412.8511570443308,344.707346381925,106.1761516559718,136.92998177148561,2.0
401.04809501459437,335.11527767414935,84.15945257561867,113.93312442321705,2.0
444.96428248251755,329.23704208595484,100.85085631890986,160.47107497452475,2.0
432.3705084086238,293.2779341101979,125.43788530250563,148.3819541457237,2.0
320.62805699409097,206.34630668797985,111.61100578821761,178.0722090997076,2.0
262.5631778122195,245.78839123420784,153.4734855208931,187.8420292144518,2.0
369.0218379745408,261.30735685725426,132.65242563420665,180.3971746194761,2.0
322.6326543482335,347.4737850183644,154.30791583430138,112.05082318804145,2.0
397.52221374771557,386.3967509722689,195.16259119794927,188.2155147784951,2.0
295.3966480888355,261.039878180286,161.1784995868407,147.9090854956801,2.0
338.2654409768713,318.03670196725477,131.62869785117636,115.62520139495483,2.0
351.9357901882917,278.5790247343527,205.72869318632422,168.20771195064177,2.0
