Frec max ch1,Frec max ch2,Frec max ch3,Frec max ch4,label
14.9,15.3,15.3,15.3,99.0
14.7,19.3,23.1,15.3,99.0
17.8,18.7,18.7,23.1,99.0
22.9,12.2,14.4,14.4,99.0
14.4,14.2,14.4,14.4,99.0
14.4,14.4,14.4,14.4,99.0
14.4,14.2,14.4,14.2,99.0
12.9,17.8,12.4,13.8,99.0
12.9,12.4,12.4,12.4,99.0
15.8,19.8,12.4,16.4,99.0
15.8,14.0,12.7,12.7,99.0
15.8,14.0,12.7,12.7,99.0
15.8,13.6,13.6,19.8,99.0
15.8,13.6,13.8,13.6,99.0
15.8,13.6,16.2,13.6,99.0
13.1,16.2,16.2,13.6,99.0
13.1,16.2,13.6,13.6,99.0
14.9,16.7,13.6,13.6,99.0
14.9,16.0,13.6,16.0,99.0
14.9,15.1,14.2,14.2,99.0
16.2,15.1,13.1,13.1,99.0
14.7,13.8,14.7,14.7,99.0
13.3,14.9,13.1,13.1,99.0
13.1,14.7,14.7,14.7,99.0
13.3,13.8,13.8,16.2,99.0
22.4,13.8,14.2,20.7,99.0
22.4,14.0,14.0,14.0,99.0
13.6,14.0,14.0,14.0,99.0
13.6,14.0,14.0,14.0,99.0
22.4,14.0,14.0,14.0,99.0
16.2,15.8,14.0,14.0,99.0
19.1,15.6,14.0,14.0,2.0
14.2,15.6,14.7,23.8,2.0
14.2,15.8,15.8,15.8,2.0
18.4,20.4,16.7,23.8,2.0
17.1,20.4,17.1,17.1,2.0
18.4,15.6,18.4,15.6,2.0
17.1,14.2,16.9,15.6,2.0
17.1,19.8,16.9,18.4,2.0
17.1,19.1,16.9,18.4,2.0
17.8,19.6,19.6,15.3,2.0
17.6,16.7,19.6,14.0,2.0
17.6,16.7,19.3,12.4,2.0
17.6,16.7,19.3,19.3,2.0
17.6,16.7,16.7,19.3,2.0
13.8,16.7,16.7,16.7,99.0
20.7,16.7,16.7,16.7,99.0
12.4,16.7,16.7,16.7,99.0
20.9,14.4,16.4,16.4,99.0
20.9,14.4,13.6,13.6,99.0
22.0,13.1,13.1,22.4,99.0
12.7,18.2,18.2,19.1,1.0
20.7,18.2,19.1,20.4,1.0
20.7,17.1,19.1,19.1,1.0
21.8,12.4,12.4,15.3,1.0
13.8,17.1,17.1,17.1,1.0
13.8,19.3,25.1,15.1,1.0
13.8,15.6,25.1,16.9,1.0
13.8,15.6,15.6,15.6,1.0
13.8,15.6,15.6,15.6,1.0
13.8,15.1,15.1,15.1,1.0
14.7,15.1,13.6,13.6,1.0
14.9,14.9,14.9,14.9,1.0
14.9,14.9,14.9,14.9,1.0
23.1,14.9,14.9,14.9,1.0
14.9,14.9,25.1,14.9,99.0
18.9,12.4,25.1,16.2,99.0
18.9,16.2,16.2,16.2,99.0
18.9,13.8,13.8,13.8,99.0
18.7,13.8,12.4,12.4,99.0
16.2,13.8,13.8,13.8,99.0
23.3,13.6,13.6,16.0,99.0
14.7,13.6,13.6,13.6,99.0
16.9,13.6,13.6,13.6,99.0
16.9,17.3,17.3,16.2,2.0
14.2,16.2,17.8,13.3,2.0
14.7,15.3,13.1,16.7,2.0
14.7,15.3,16.7,16.7,2.0
16.4,17.1,17.1,12.9,2.0
13.8,15.3,14.4,12.9,2.0
14.4,12.9,14.4,12.9,2.0
16.0,17.1,14.4,12.9,2.0
15.3,13.1,13.1,13.1,2.0
15.3,16.0,12.9,13.1,2.0
15.3,13.3,13.3,13.3,2.0
15.6,26.7,16.4,16.4,2.0
15.3,17.1,16.9,19.8,2.0
15.6,19.8,19.8,15.6,2.0
15.6,29.8,20.4,14.2,99.0
16.0,18.4,16.9,15.1,99.0
15.6,17.3,16.9,15.6,99.0
15.8,26.4,16.9,17.3,99.0
15.6,13.1,13.1,13.1,99.0
15.6,17.6,17.6,17.6,1.0
16.0,19.3,13.1,13.1,1.0
16.0,14.7,17.6,13.1,1.0
19.1,16.2,16.2,14.7,1.0
14.7,16.2,16.2,14.7,1.0
14.7,25.1,25.1,14.9,1.0
14.7,22.9,25.1,20.0,1.0
14.7,17.6,25.1,14.4,1.0
14.7,12.4,25.1,14.4,1.0
14.7,12.4,25.1,14.4,1.0
16.4,12.4,17.3,15.8,1.0
13.3,20.2,17.3,17.3,1.0
14.0,20.2,14.4,14.4,1.0
13.6,20.7,12.4,18.4,1.0
15.1,20.7,21.3,13.1,99.0
16.2,16.2,16.2,16.2,99.0
15.1,12.9,12.9,18.7,99.0
18.2,12.9,12.9,18.7,99.0
18.2,12.9,17.3,17.3,99.0
15.6,12.9,17.3,17.1,99.0
17.1,15.6,16.9,18.4,99.0
12.9,12.9,16.9,14.7,2.0
17.1,15.8,14.4,14.4,2.0
12.9,15.8,14.4,14.4,2.0
14.4,16.7,14.4,14.4,2.0
13.3,28.0,14.4,14.4,2.0
14.2,23.8,17.1,14.2,2.0
22.0,23.8,14.7,14.7,2.0
22.0,23.8,16.7,15.3,2.0
24.9,18.2,17.3,15.3,2.0
17.1,14.4,17.3,19.6,2.0
13.1,18.2,17.3,15.1,2.0
13.3,18.2,16.9,13.3,2.0
14.4,16.4,16.7,14.4,2.0
14.4,20.2,17.6,17.6,2.0
14.4,20.2,17.6,17.6,99.0
13.3,16.4,16.4,13.3,99.0
13.3,13.6,16.4,13.3,99.0
14.4,29.8,13.3,13.3,99.0
16.4,13.3,13.3,13.3,99.0
17.3,13.3,13.3,13.3,1.0
17.3,13.3,25.1,13.1,1.0
12.9,23.8,12.9,12.9,1.0
18.9,13.6,24.9,18.9,1.0
17.1,18.2,24.9,24.9,1.0
12.9,18.2,12.4,16.9,1.0
12.4,12.4,12.4,16.9,1.0
12.4,12.4,12.4,16.9,1.0
12.4,12.4,12.4,16.7,1.0
12.4,12.4,12.4,12.4,1.0
12.4,12.4,12.4,12.4,1.0
20.9,12.4,12.4,13.3,1.0
23.3,16.4,25.1,21.8,1.0
14.0,16.0,13.6,13.6,1.0
14.0,17.6,25.1,14.7,99.0
14.7,17.6,12.9,21.8,99.0
23.8,17.6,12.9,17.6,99.0
23.8,26.7,15.6,16.9,99.0
13.8,16.7,16.7,16.7,99.0
13.8,16.7,16.7,16.7,2.0
16.7,16.7,16.7,16.7,2.0
16.7,16.7,16.7,16.7,2.0
16.7,16.7,16.7,16.7,2.0
15.3,16.7,16.7,16.7,2.0
15.8,12.9,16.7,16.2,2.0
15.8,12.9,16.7,16.7,2.0
17.1,12.9,16.7,12.9,2.0
14.2,12.9,15.6,15.6,2.0
15.3,13.3,15.3,15.3,2.0
15.1,13.3,15.6,13.3,2.0
15.1,14.0,15.3,12.7,2.0
13.3,14.0,16.9,13.3,2.0
14.9,14.0,14.9,15.6,2.0
16.9,14.0,14.9,16.9,99.0
15.3,14.0,16.7,16.7,99.0
16.0,16.9,16.7,16.7,99.0
16.2,16.9,14.0,14.0,99.0
12.9,16.9,18.0,16.7,1.0
12.9,17.3,18.0,14.0,1.0
17.1,17.1,25.1,18.4,1.0
17.1,17.1,24.9,17.1,1.0
20.7,17.1,24.9,13.3,1.0
17.6,17.1,25.1,17.1,1.0
14.7,18.9,25.1,13.1,1.0
14.7,13.1,13.1,13.1,1.0
14.7,26.4,25.1,14.7,1.0
16.4,13.1,25.1,16.2,1.0
16.4,13.1,25.1,13.1,1.0
16.4,13.6,24.9,13.6,1.0
16.4,13.6,16.4,16.4,1.0
16.4,15.1,16.4,16.4,1.0
16.4,16.4,16.4,16.4,99.0
13.8,23.3,13.8,13.8,99.0
13.8,14.4,13.8,13.8,99.0
22.0,14.7,14.7,14.7,99.0
19.1,14.7,14.7,14.7,99.0
19.1,14.4,13.8,14.4,2.0
19.1,14.4,14.7,14.4,2.0
19.1,22.0,22.0,17.3,2.0
21.3,12.9,14.4,18.4,2.0
21.3,14.4,14.0,14.0,2.0
15.1,29.6,16.7,15.1,2.0
18.0,13.8,13.8,15.1,2.0
14.7,15.1,16.7,15.1,2.0
15.1,13.8,16.7,15.1,2.0
13.8,16.0,16.7,13.8,2.0
17.8,16.7,16.7,16.7,2.0
14.4,16.2,16.7,16.7,2.0
14.4,16.2,16.7,16.2,2.0
17.8,30.4,16.7,13.1,2.0
14.4,16.4,13.1,13.1,99.0
19.3,16.4,16.4,13.1,99.0
14.4,16.9,13.1,13.1,99.0
14.4,16.7,13.1,14.4,99.0
16.7,16.7,17.8,17.8,1.0
16.7,16.7,16.7,16.7,1.0
16.7,16.7,16.7,16.7,1.0
16.7,16.0,12.4,18.0,1.0
16.7,16.0,25.1,18.0,1.0
13.6,16.7,16.7,13.6,1.0
13.6,16.2,16.7,13.6,1.0
13.3,27.1,16.7,13.8,1.0
15.3,20.2,13.8,13.8,1.0
15.8,15.8,15.8,11.8,99.0
16.0,16.0,16.0,16.0,99.0
13.3,16.2,13.3,16.0,99.0
15.8,16.0,16.0,16.0,99.0
18.4,16.2,18.4,13.1,99.0
18.4,17.6,18.4,18.4,99.0
12.2,16.9,16.9,14.9,99.0
14.2,15.6,14.2,14.2,99.0
13.6,16.4,18.4,18.4,99.0
15.8,17.1,17.1,14.7,99.0
16.2,17.6,17.6,14.7,99.0
15.6,14.9,13.8,13.8,99.0
12.9,13.1,12.9,12.9,99.0
12.9,17.6,16.2,12.9,99.0
16.2,15.3,15.3,12.9,99.0
14.7,14.7,18.0,12.9,99.0
13.8,12.2,13.8,12.2,99.0
13.8,14.7,13.8,13.8,99.0
15.6,12.2,12.2,12.2,99.0
12.2,12.2,16.4,12.2,99.0
16.4,15.8,16.4,15.8,99.0
15.6,12.7,12.7,15.6,99.0
15.6,12.7,16.4,15.6,99.0
14.9,14.7,15.1,15.1,99.0
15.1,15.1,15.1,15.1,99.0
15.1,19.1,15.1,15.1,99.0
14.9,19.1,19.1,24.4,99.0
14.9,14.9,20.0,15.8,99.0
16.2,14.0,16.4,13.6,99.0
15.1,12.9,18.9,15.1,99.0
12.9,12.9,12.9,20.0,99.0
12.4,14.9,13.8,14.7,99.0
13.6,13.3,18.9,14.7,99.0
13.3,14.7,14.7,14.7,99.0
14.0,12.9,12.2,14.7,99.0
12.0,12.9,11.8,14.7,99.0
14.2,14.9,18.4,14.2,99.0
13.6,13.3,16.4,14.0,99.0
14.0,17.1,17.1,17.1,99.0
13.8,17.1,17.1,17.1,99.0
13.8,22.0,22.0,14.7,99.0
15.3,25.1,17.1,17.1,99.0
14.2,17.1,17.1,12.9,99.0
13.8,28.0,13.8,14.7,99.0
16.9,26.2,12.9,14.7,99.0
14.7,21.1,12.9,14.7,99.0
13.1,18.7,16.7,14.7,99.0
14.7,13.3,12.4,14.7,99.0
12.4,12.4,12.4,12.4,99.0
14.4,14.4,13.3,13.3,99.0
12.4,19.6,19.1,12.4,99.0
12.4,18.4,19.1,12.4,99.0
12.4,19.8,19.1,12.4,99.0
17.8,14.9,19.1,14.9,99.0
17.8,13.6,19.1,19.3,99.0
17.3,18.7,14.4,18.7,99.0
29.3,14.2,14.4,14.4,99.0
22.0,14.2,13.6,24.2,99.0
23.8,14.2,23.8,16.2,99.0
23.8,14.2,14.4,14.4,99.0
23.8,14.2,19.1,16.0,99.0
16.0,16.0,16.0,16.0,99.0
23.6,16.0,19.1,16.0,99.0
16.0,20.9,25.8,16.0,99.0
16.0,13.6,13.6,16.0,99.0
16.0,20.9,18.4,16.0,99.0
16.0,13.6,25.6,16.7,99.0
13.1,14.2,25.6,24.7,99.0
13.1,14.2,13.1,13.1,99.0
12.9,14.2,12.9,13.1,99.0
12.9,14.2,12.9,12.9,99.0
12.9,16.0,12.9,12.9,99.0
15.1,16.7,15.1,12.9,99.0
16.2,16.0,16.0,16.2,99.0
16.2,16.2,16.2,16.2,99.0
16.2,16.2,16.2,16.2,99.0
16.2,16.2,16.2,16.2,99.0
16.2,13.3,16.0,16.2,99.0
14.2,13.3,14.0,14.0,99.0
18.9,16.9,24.0,15.3,99.0
14.4,14.0,14.4,14.4,99.0
12.2,13.1,12.2,15.1,99.0
14.4,20.0,16.0,15.1,99.0
14.4,16.7,15.1,16.0,99.0
16.0,13.3,16.0,16.0,99.0
13.6,12.4,13.6,15.1,99.0
13.1,12.4,18.0,16.2,99.0
15.8,13.6,21.3,12.9,99.0
15.8,13.3,15.8,15.8,99.0
13.3,14.0,14.0,15.8,99.0
16.7,13.3,14.0,15.8,99.0
15.8,11.6,13.1,17.6,99.0
15.8,15.1,13.6,14.4,99.0
18.4,15.1,13.8,14.7,99.0
14.7,12.2,14.7,14.4,99.0
13.3,13.1,13.3,13.8,99.0
13.3,16.2,13.8,13.8,99.0
14.9,16.4,16.4,20.2,2.0
15.6,16.7,16.4,16.4,2.0
13.3,16.7,16.7,16.7,2.0
18.4,16.7,16.7,16.7,2.0
12.7,16.7,16.7,16.7,2.0
16.7,16.7,16.7,16.7,2.0
16.7,16.7,16.7,16.7,2.0
16.7,16.7,16.7,16.7,2.0
16.4,16.7,16.7,16.7,2.0
14.2,14.2,16.7,16.7,2.0
16.7,16.7,16.7,16.7,2.0
16.7,16.7,16.7,16.7,2.0
16.7,13.1,16.7,16.7,2.0
16.7,16.2,16.7,16.7,2.0
12.2,12.2,12.2,16.2,99.0
13.1,13.1,13.1,12.4,99.0
12.4,13.1,17.6,14.4,99.0
14.0,13.8,12.4,16.2,99.0
16.2,16.2,16.2,16.2,99.0
13.6,17.3,16.2,16.2,99.0
16.2,14.9,18.9,16.2,99.0
12.7,14.9,16.2,19.3,1.0
16.9,16.9,16.9,16.9,1.0
16.9,13.3,16.9,16.9,1.0
16.9,16.9,16.9,16.9,1.0
16.9,13.8,16.9,16.9,1.0
16.9,12.0,16.9,16.9,1.0
16.7,16.7,16.7,16.7,1.0
16.7,16.7,16.7,16.7,1.0
16.7,16.7,16.7,16.7,1.0
16.7,16.7,16.7,14.0,1.0
13.1,16.7,13.1,17.6,1.0
16.7,17.3,17.6,17.6,1.0
17.6,14.9,17.6,17.6,1.0
19.6,19.6,17.6,19.6,1.0
19.6,14.9,14.9,13.6,99.0
18.7,13.3,12.2,21.6,99.0
14.0,15.3,14.0,14.0,99.0
14.0,17.8,14.0,14.0,99.0
14.7,15.3,14.0,14.2,99.0
16.4,17.3,14.0,18.2,99.0
17.1,17.1,17.1,18.2,99.0
17.1,14.2,17.1,17.1,99.0
17.1,13.6,17.1,17.1,99.0
17.1,15.1,17.1,14.9,99.0
16.9,17.3,17.3,16.9,99.0
16.9,16.9,16.9,16.9,2.0
13.8,14.2,14.2,16.7,2.0
13.1,15.6,15.6,16.7,2.0
13.6,15.6,15.6,16.7,2.0
17.6,16.4,16.4,16.7,2.0
15.3,16.7,15.3,16.7,2.0
17.6,16.7,15.3,16.7,2.0
15.3,16.7,15.3,16.7,2.0
15.3,16.7,15.3,16.9,2.0
14.9,14.4,15.3,16.9,2.0
14.9,14.4,15.3,15.8,2.0
15.8,17.6,14.7,15.8,2.0
13.8,17.6,14.7,13.8,2.0
20.4,13.3,15.8,14.7,2.0
17.6,13.6,17.6,17.6,99.0
17.6,17.6,17.6,17.6,99.0
17.6,14.7,16.0,17.6,99.0
14.2,14.9,13.3,14.2,99.0
14.2,14.9,12.7,14.2,99.0
14.2,14.9,14.9,14.2,99.0
13.8,14.7,14.4,13.6,99.0
13.8,14.7,17.3,13.8,1.0
13.8,14.7,14.7,13.8,1.0
13.8,12.7,12.7,13.8,1.0
13.8,16.7,12.7,13.8,1.0
20.4,16.7,12.7,13.6,1.0
13.6,16.7,13.6,16.9,1.0
16.9,16.7,24.9,12.4,1.0
16.9,16.7,12.4,16.9,1.0
16.9,18.4,12.4,16.9,1.0
17.8,14.7,12.4,15.1,1.0
13.3,13.3,12.4,19.6,1.0
13.8,16.4,12.7,19.6,1.0
13.8,13.3,12.7,13.1,1.0
13.6,12.7,12.7,14.4,1.0
13.6,16.4,25.1,13.8,99.0
14.0,12.4,12.4,13.8,99.0
16.4,16.4,16.4,12.4,99.0
15.6,16.4,16.4,12.4,99.0
15.6,16.4,16.4,16.2,99.0
15.8,14.7,16.4,19.1,99.0
15.6,14.7,16.4,19.1,99.0
15.8,14.7,16.4,19.1,99.0
13.1,14.4,17.8,19.1,99.0
13.6,14.4,13.6,12.7,99.0
18.7,20.0,17.8,12.7,99.0
13.3,13.8,18.9,12.7,99.0
13.3,12.7,15.3,13.8,99.0
13.3,16.4,15.3,15.3,99.0
18.9,13.6,15.8,18.9,99.0
13.6,15.3,16.7,16.7,2.0
13.6,13.6,13.6,13.6,2.0
16.7,20.9,13.6,13.6,2.0
14.0,14.0,14.0,14.0,2.0
16.7,14.7,16.7,18.4,2.0
16.7,18.4,18.4,18.4,2.0
16.7,14.0,14.0,14.0,2.0
16.7,22.7,15.3,15.1,2.0
16.7,21.6,15.3,15.1,2.0
16.7,16.9,16.9,12.4,2.0
16.0,21.6,16.9,19.6,2.0
14.2,21.6,16.7,16.7,2.0
16.9,16.9,16.9,14.2,2.0
14.7,21.6,16.9,14.2,2.0
14.0,14.0,16.9,16.9,99.0
20.2,20.2,14.0,16.9,99.0
16.7,14.0,14.0,16.7,99.0
16.7,19.3,14.0,16.7,99.0
16.7,14.0,16.7,17.6,99.0
16.7,17.6,16.7,16.7,99.0
16.7,18.9,16.7,17.6,99.0
14.2,19.1,17.1,17.6,99.0
15.6,19.1,17.8,16.4,99.0
16.4,15.6,16.4,16.4,99.0
22.0,12.9,15.6,15.6,99.0
14.9,17.3,12.7,14.9,1.0
14.4,17.8,24.9,24.9,1.0
19.8,17.8,12.4,24.9,1.0
14.2,12.4,12.4,14.2,1.0
12.4,12.4,12.4,12.4,1.0
18.7,18.0,12.4,24.9,1.0
13.1,18.7,12.4,16.9,1.0
19.3,16.9,12.4,16.9,1.0
18.9,18.7,16.7,16.7,1.0
13.1,13.6,13.6,13.6,1.0
14.2,18.7,12.4,13.6,1.0
12.4,14.7,12.4,13.6,1.0
13.6,13.6,12.4,13.6,1.0
12.4,18.9,12.4,18.9,1.0
12.4,12.7,15.1,18.9,99.0
12.4,19.3,19.3,19.3,99.0
12.9,19.3,19.3,19.3,99.0
12.4,13.3,19.1,14.4,99.0
12.4,13.3,19.1,19.1,99.0
12.9,12.4,12.4,16.7,2.0
16.7,15.3,16.7,16.7,2.0
16.7,18.7,16.7,16.7,2.0
16.7,18.2,16.7,16.7,2.0
16.7,18.2,16.7,16.7,2.0
16.7,16.9,16.7,16.7,2.0
16.7,18.7,15.8,15.8,2.0
16.7,14.0,16.7,16.7,2.0
16.7,14.7,16.7,16.7,2.0
17.6,14.2,16.7,16.7,2.0
16.7,19.6,16.7,16.7,2.0
16.7,17.3,16.7,16.7,2.0
16.7,14.9,16.7,16.7,2.0
16.7,14.9,16.7,16.7,2.0
16.7,21.6,16.7,16.7,99.0
16.7,23.8,16.7,16.4,99.0
16.4,23.8,16.7,16.4,99.0
16.2,21.6,15.1,18.9,99.0
16.9,17.8,15.1,13.3,99.0
12.7,14.2,14.4,18.4,1.0
16.0,14.2,25.1,25.1,1.0
13.1,16.7,25.1,14.4,1.0
14.4,16.7,14.4,13.1,1.0
12.7,16.7,12.4,15.3,1.0
13.3,16.7,16.2,17.6,1.0
20.4,16.7,18.4,15.3,1.0
20.4,16.7,12.9,15.3,1.0
12.7,12.7,12.7,19.8,1.0
15.3,12.7,12.7,15.3,1.0
15.3,16.7,12.4,12.9,1.0
12.4,12.4,12.4,12.4,1.0
12.4,16.7,12.4,12.4,1.0
14.0,14.0,12.4,14.0,1.0
14.9,14.0,14.0,14.9,99.0
13.6,13.6,13.6,13.6,99.0
13.6,13.1,13.1,13.1,99.0
14.9,17.1,13.8,13.8,99.0
13.6,21.3,22.7,18.9,99.0
18.9,17.1,16.2,18.9,99.0
14.9,17.1,15.8,17.1,99.0
13.3,17.1,17.1,17.1,99.0
12.7,17.1,17.1,14.0,99.0
12.7,17.1,14.0,14.0,99.0
12.7,17.1,14.0,12.7,99.0
13.6,12.2,14.0,14.9,99.0
12.2,12.9,14.7,17.3,2.0
17.3,12.9,17.3,20.4,2.0
17.1,13.8,13.1,17.3,2.0
15.3,15.3,15.3,17.1,2.0
15.3,15.3,16.4,17.3,2.0
17.1,15.8,17.1,17.3,2.0
18.2,18.2,19.3,18.4,2.0
16.9,13.8,19.3,16.7,2.0
17.6,17.6,17.6,14.2,2.0
13.8,17.6,18.7,14.2,2.0
13.8,14.7,17.8,18.2,2.0
16.7,17.1,17.1,16.7,2.0
16.7,14.7,16.7,14.0,2.0
16.7,14.0,16.7,17.1,2.0
16.7,16.4,17.1,17.1,99.0
13.6,15.8,13.6,17.1,99.0
13.6,15.6,13.6,15.6,99.0
15.6,14.2,15.6,14.2,99.0
15.6,15.6,15.6,15.6,99.0
15.1,14.7,17.3,15.6,99.0
16.0,13.6,15.6,17.3,1.0
14.4,15.8,12.7,14.9,1.0
14.9,14.9,12.7,14.7,1.0
14.7,14.7,12.7,15.8,1.0
14.0,16.9,12.7,14.7,1.0
13.1,15.8,25.1,25.1,1.0
14.2,16.7,25.1,25.1,1.0
16.0,16.7,12.4,25.1,1.0
15.8,16.7,12.4,25.1,1.0
16.4,12.2,12.4,15.6,1.0
15.8,15.3,12.4,15.8,1.0
13.3,12.7,12.4,14.9,1.0
14.9,12.7,12.4,14.9,1.0
14.0,14.0,12.7,16.9,1.0
14.0,14.0,12.7,16.0,99.0
13.6,25.1,13.6,14.9,99.0
13.6,15.3,13.6,14.0,99.0
12.2,15.3,15.3,15.3,99.0
15.6,15.1,15.6,13.1,99.0
15.6,13.1,13.6,15.6,99.0
16.9,12.9,12.9,15.6,2.0
14.7,12.9,12.9,15.6,2.0
12.9,12.9,12.9,17.3,2.0
14.7,19.6,19.6,17.3,2.0
16.7,16.4,19.6,19.6,2.0
18.0,16.4,16.0,15.3,2.0
18.0,13.8,18.0,17.1,2.0
18.0,19.6,17.1,17.1,2.0
18.0,19.6,14.2,16.2,2.0
18.0,14.2,14.2,14.2,2.0
18.0,14.2,14.2,14.2,2.0
14.9,15.1,16.4,14.0,2.0
17.6,14.0,14.0,14.0,2.0
14.9,14.0,14.0,14.9,2.0
14.9,18.2,14.9,14.9,99.0
14.9,20.2,14.0,17.3,99.0
13.8,14.0,14.7,17.3,99.0
14.7,14.0,15.3,14.9,99.0
14.7,14.0,15.3,14.0,99.0
15.6,14.2,13.3,14.0,99.0
21.1,14.2,14.2,13.3,1.0
20.4,14.2,14.2,19.1,1.0
14.2,14.2,14.2,19.1,1.0
19.1,13.3,14.4,14.2,1.0
19.1,14.4,25.1,14.4,1.0
19.1,19.1,19.1,14.4,1.0
19.1,13.6,14.4,14.4,1.0
16.2,16.2,16.2,19.1,1.0
12.2,16.7,16.7,19.1,1.0
19.6,16.7,12.4,22.4,1.0
12.4,16.7,12.4,18.9,1.0
12.4,16.7,12.4,13.6,1.0
16.0,16.7,12.4,13.6,1.0
12.7,16.7,14.0,13.6,1.0
14.2,13.8,14.0,13.8,99.0
14.2,16.7,12.7,17.1,99.0
13.6,18.7,13.6,13.6,99.0
13.6,17.1,16.9,13.6,99.0
13.6,15.3,18.7,20.0,99.0
15.3,15.3,16.7,15.3,99.0
13.6,15.3,16.7,15.3,2.0
13.3,15.3,17.1,16.9,2.0
16.9,15.3,16.9,16.9,2.0
16.9,15.3,16.9,16.9,2.0
16.7,15.3,16.9,15.8,2.0
18.4,20.4,18.4,14.0,2.0
18.4,20.4,18.4,18.4,2.0
18.4,15.3,18.4,18.4,2.0
18.4,14.7,18.4,16.4,2.0
14.4,14.4,14.4,18.4,2.0
14.4,16.7,16.2,14.4,2.0
14.4,17.1,16.2,14.4,2.0
15.1,14.9,15.1,14.2,2.0
15.1,14.0,16.9,15.1,2.0
14.2,14.9,14.2,15.1,99.0
17.1,14.9,14.9,14.9,99.0
14.4,15.3,14.7,14.9,99.0
14.4,15.3,14.9,14.9,99.0
14.7,15.3,14.7,14.4,99.0
14.4,15.3,18.9,14.4,99.0
18.2,15.3,16.9,14.4,99.0
18.2,14.0,18.2,18.2,99.0
18.2,14.0,16.2,18.2,99.0
13.1,14.0,13.1,13.1,99.0
13.1,14.0,19.1,13.1,99.0
13.1,16.4,13.8,20.0,99.0
13.1,13.8,13.8,13.1,99.0
13.1,14.2,13.8,13.1,99.0
13.1,20.9,14.9,20.4,99.0
20.4,13.8,13.8,20.0,99.0
20.4,13.8,13.8,14.0,99.0
20.4,15.3,14.7,14.7,99.0
13.6,12.9,14.7,14.7,99.0
15.3,15.3,15.3,14.7,99.0
15.8,13.1,15.8,14.7,99.0
15.6,16.4,15.6,13.1,99.0
15.6,16.4,15.6,13.1,99.0
16.4,16.4,19.6,15.1,99.0
16.0,15.1,19.6,12.9,99.0
12.4,15.1,19.6,16.4,99.0
12.7,12.9,14.9,21.3,99.0
12.7,14.4,23.1,21.3,99.0
12.9,14.7,16.9,12.9,99.0
12.9,12.9,12.9,12.9,99.0
14.4,15.3,12.9,20.0,99.0
16.9,15.3,15.3,16.9,99.0
14.7,16.9,14.7,14.7,99.0
13.8,15.3,15.6,16.9,99.0
14.7,14.7,15.6,14.7,99.0
15.6,16.4,15.6,15.6,99.0
15.6,16.4,15.6,15.6,99.0
15.6,12.9,15.6,15.6,99.0
17.3,16.2,16.2,23.1,99.0
12.2,12.7,12.4,16.0,99.0
12.2,12.2,12.2,12.2,99.0
12.0,11.8,12.0,11.8,99.0
12.0,11.8,12.0,11.8,99.0
11.8,11.8,11.8,11.8,99.0
11.8,11.8,11.8,11.8,99.0
11.8,11.8,11.8,11.8,99.0
11.8,12.2,11.8,11.8,99.0
14.7,12.9,16.9,11.8,99.0
12.7,12.0,12.0,12.0,99.0
12.7,12.0,12.0,16.9,99.0
12.7,11.1,14.4,15.8,99.0
13.3,11.1,15.8,14.4,99.0
21.8,20.9,15.8,15.8,99.0
21.8,12.9,12.9,12.9,99.0
21.8,16.2,13.6,21.8,99.0
13.1,16.2,13.1,13.1,99.0
14.2,14.4,14.4,13.1,99.0
14.4,16.2,14.4,14.4,99.0
14.2,12.4,13.6,13.6,99.0
20.7,17.1,16.9,14.2,99.0
13.3,18.9,12.2,14.7,99.0
13.3,12.7,13.3,13.3,99.0
16.4,12.7,17.3,14.7,99.0
18.9,13.3,16.4,16.4,99.0
26.4,18.7,18.7,16.4,99.0
13.3,13.3,13.3,17.1,99.0
13.3,14.7,13.3,18.4,99.0
13.3,14.7,13.3,13.8,99.0
13.3,15.8,15.8,13.1,99.0
14.7,14.4,19.3,16.0,99.0
14.0,12.2,14.0,16.4,99.0
13.1,15.6,17.1,16.2,99.0
12.2,12.0,18.4,12.2,99.0
12.2,12.2,12.2,12.2,99.0
12.2,14.2,11.8,11.8,99.0
12.2,11.6,11.8,11.8,99.0
12.2,11.6,11.6,12.2,99.0
12.2,11.6,11.6,11.6,99.0
12.0,11.6,11.6,11.6,99.0
12.0,11.6,11.6,12.0,99.0
12.0,11.6,12.0,17.8,99.0
11.1,11.1,11.1,17.8,99.0
13.1,12.2,13.1,17.8,99.0
12.4,12.2,17.8,17.8,99.0
19.1,18.4,17.8,17.8,99.0
11.6,18.9,12.7,12.7,99.0
13.6,18.4,16.9,16.9,99.0
12.0,12.4,18.0,16.9,99.0
14.9,12.4,14.9,16.9,99.0
14.9,18.4,14.9,22.7,99.0
14.9,12.4,14.9,14.9,99.0
14.9,12.7,14.9,14.9,99.0
14.9,12.7,14.9,17.6,99.0
17.3,14.4,28.9,22.9,99.0
22.0,14.2,14.2,13.8,99.0
14.2,16.0,17.6,13.8,99.0
28.7,16.0,17.6,13.8,99.0
13.6,16.0,12.7,13.6,99.0
13.6,12.7,12.7,16.0,99.0
13.1,13.3,13.3,14.0,99.0
13.8,12.7,12.7,13.3,99.0
13.3,13.3,13.3,15.6,99.0
13.1,13.1,21.6,15.6,99.0
13.3,13.3,14.7,15.6,99.0
14.7,15.1,15.3,21.3,99.0
15.3,13.1,13.1,14.9,99.0
