12.5ch1,16.5ch1,25.0ch1,33.0ch1,12.5ch2,16.5ch2,25.0ch2,33.0ch2,12.5ch3,16.5ch3,25.0ch3,33.0ch3,12.5ch4,16.5ch4,25.0ch4,33.0ch4,label
929.8499999999999,778.1500000000001,679.5999999999999,426.7,823.1,454.04999999999995,453.55,563.4,442.6,434.55,424.15000000000003,373.2,998.1500000000001,665.65,869.6,372.1,99.0
277.4,733.85,680.95,354.75,1081.65,463.65,416.04999999999995,486.65,373.5,536.35,508.90000000000003,334.5,396.85,504.15,854.5999999999999,273.95000000000005,99.0
216.95000000000002,457.1,181.6,256.3,1042.5500000000002,576.3,393.29999999999995,366.85,532.3,444.3,207.2,231.35,294.6,421.1,339.6,114.25,99.0
257.8,398.65000000000003,169.85,250.6,252.75,386.65,417.9,240.85000000000002,300.1,351.4,172.4,27.0,384.95,390.1,191.75,83.25,99.0
252.1,311.05,153.89999999999998,238.10000000000002,241.64999999999998,233.39999999999998,273.5,295.65,161.35,259.05,211.1,29.450000000000003,292.35,337.35,201.45,91.3,99.0
392.3,216.39999999999998,146.14999999999998,231.35000000000002,293.5,263.8,301.75,144.89999999999998,222.6,177.85000000000002,228.85,79.45,425.3,341.1,219.2,84.45,99.0
462.75,274.0,257.85,244.7,406.5,305.2,283.2,239.7,277.5,245.15,317.25,116.6,503.95,405.65,251.45,145.35,99.0
573.1,120.44999999999999,102.35,197.15,422.5,368.1,291.75,268.75,437.9,202.8,127.69999999999999,105.55,591.0,223.39999999999998,134.35,118.9,99.0
415.35,291.65,137.9,171.5,427.84999999999997,259.55,340.29999999999995,481.65000000000003,253.5,360.65,88.9,109.6,346.95000000000005,304.1,131.65,120.69999999999999,99.0
419.29999999999995,379.2,724.3499999999999,354.5,804.6500000000001,619.6500000000001,807.5,407.09999999999997,460.15,501.15,651.25,218.65,432.95000000000005,469.9,585.05,223.35000000000002,99.0
189.6,451.25,602.45,115.05000000000001,419.0,790.75,773.05,455.85,203.55,534.45,565.55,88.85,138.85,442.35,479.20000000000005,92.45,99.0
361.85,671.7,584.8,433.6,471.65,828.95,394.0,450.55,298.1,772.5,581.2,396.6,257.7,620.0500000000001,506.35,404.65,99.0
332.5,609.6,696.2,468.40000000000003,453.45,827.15,797.65,433.15,348.29999999999995,668.6500000000001,686.0,381.35,268.79999999999995,561.55,593.6,397.3,99.0
297.55,585.6,654.05,388.3,413.79999999999995,783.2,830.7,498.65,332.75,642.15,618.8,348.9,249.85,536.85,523.5999999999999,357.4,99.0
364.95,608.5,697.3499999999999,522.2,403.85,870.8,908.8499999999999,474.85,374.6,612.9,664.65,462.25,275.20000000000005,569.0,550.95,445.5,99.0
587.25,599.95,874.6500000000001,536.45,770.1,781.6500000000001,949.85,505.7,616.8,534.1,863.1,519.75,560.65,514.4,801.95,487.0,99.0
491.45000000000005,623.95,1044.1,435.15,598.65,750.45,1004.9499999999999,411.45000000000005,435.75,524.9,1017.55,447.54999999999995,440.55,542.25,953.4,401.0,99.0
282.2,615.05,397.95,482.0,448.1,502.29999999999995,432.75,534.6500000000001,236.05,539.0,407.4,491.85,224.2,512.4,425.95,461.25,99.0
300.05,475.2,573.05,647.65,707.6,374.4,864.45,669.55,303.6,498.1,621.55,664.1500000000001,291.1,415.35,597.4,581.45,99.0
275.75,492.29999999999995,336.45000000000005,608.9000000000001,798.4000000000001,480.2,446.5,576.6,239.1,456.9,289.9,580.4000000000001,260.75,431.4,333.15000000000003,527.95,99.0
342.45,631.9,921.1,297.75,1018.15,728.95,776.85,415.85,348.45,650.2,833.55,355.7,332.35,597.85,804.15,322.9,99.0
310.0,340.7,747.25,326.1,790.25,260.75,544.15,457.75,333.25,363.0,578.8,399.7,321.4,380.35,588.7,357.35,99.0
436.79999999999995,406.4,862.0,441.6,907.9000000000001,280.75,699.8,449.25,408.7,325.05,743.5999999999999,497.29999999999995,400.0,364.35,699.2,461.9,99.0
397.15,355.6,779.05,338.20000000000005,831.3,244.5,641.2,405.3,291.5,256.75,638.45,386.85,379.1,280.05,622.0999999999999,337.9,99.0
371.3,300.9,731.45,461.1,540.1,444.90000000000003,563.2,393.7,241.2,365.0,601.5999999999999,446.5,280.2,359.65,581.85,420.79999999999995,99.0
359.8,316.75,711.3,420.4,260.8,200.95,538.4499999999999,335.45000000000005,231.95,371.0,622.8499999999999,428.15,250.25,365.95,582.3,380.65,99.0
429.4,322.75,350.95,117.65,291.0,268.25,545.8,110.80000000000001,326.25,308.0,332.85,69.15,324.54999999999995,306.55,292.5,76.5,99.0
470.3,187.75,232.9,140.95,197.05,121.75,541.85,142.25,317.20000000000005,287.1,245.7,45.4,379.25,275.6,224.75,78.15,99.0
186.4,334.5,176.3,104.35,265.3,118.3,427.9,144.65,101.35,171.3,142.7,58.0,180.9,225.6,163.5,65.2,99.0
99.2,513.15,256.5,91.55000000000001,238.25,413.95,524.8,186.85000000000002,97.64999999999999,311.55,215.8,74.15,100.35,319.5,234.25,126.05,99.0
426.4,463.5,190.5,76.39999999999999,113.85,267.95,406.20000000000005,201.5,389.70000000000005,223.55,157.95,78.8,424.6,253.9,100.5,109.30000000000001,99.0
508.55,438.45,104.1,219.0,296.0,369.04999999999995,510.3,186.45,390.29999999999995,204.25,121.15,117.6,500.55,219.2,132.2,125.75,99.0
453.6,432.45,240.85,239.04999999999998,351.9,462.05,607.8,209.54999999999998,357.8,175.35,275.79999999999995,149.55,441.7,197.0,285.6,146.0,99.0
423.0,219.45,187.35000000000002,244.10000000000002,373.35,287.9,522.65,141.85,302.7,124.35000000000001,208.39999999999998,149.25,420.4,284.65,243.55,153.85,99.0
393.09999999999997,191.3,169.85,230.2,392.85,322.4,488.3,129.7,271.05,122.7,214.75,139.64999999999998,388.0,237.1,252.60000000000002,133.3,99.0
351.65,234.25,191.5,249.35000000000002,680.25,497.25,520.0,71.65,215.45,257.85,211.05,143.35,325.84999999999997,274.9,246.75,142.6,99.0
174.5,237.10000000000002,229.8,211.8,513.2,327.15,563.35,172.2,125.8,220.0,207.75,81.55000000000001,222.45000000000002,234.85000000000002,266.55,91.85,99.0
217.7,262.0,258.45,50.4,481.35,308.20000000000005,397.4,212.8,132.35,243.6,214.35000000000002,47.349999999999994,252.2,237.8,254.8,45.95,99.0
176.8,308.4,234.95,65.45,453.65,211.45,128.3,246.14999999999998,113.55,264.75,185.60000000000002,40.95,215.4,239.9,246.95,28.049999999999997,99.0
264.45,346.2,246.55,160.65,467.55,223.7,125.05,340.4,184.55,296.0,201.7,134.95,342.75,348.4,267.75,121.4,99.0
249.3,355.0,246.55,185.7,446.25,334.05,135.05,356.25,176.75,317.65,198.15,94.45,283.75,359.5,235.75,145.75,99.0
241.14999999999998,388.9,253.3,160.85,391.8,407.40000000000003,145.7,284.0,191.6,337.2,294.9,99.1,262.85,420.05,281.6,137.85000000000002,99.0
267.2,322.8,193.35,169.85,291.35,242.79999999999998,279.8,256.4,239.45,323.5,230.1,138.0,232.9,354.15,205.05,163.25,99.0
279.65,276.05,165.9,152.5,263.35,363.65,249.45000000000002,336.45,295.0,290.6,190.5,149.2,243.3,220.60000000000002,153.95000000000002,165.05,99.0
429.65000000000003,376.20000000000005,274.7,128.89999999999998,287.5,291.75,229.9,190.64999999999998,594.7,229.14999999999998,188.14999999999998,157.2,301.9,258.6,293.79999999999995,159.7,99.0
503.9,172.25,224.95000000000002,110.14999999999999,479.55,294.54999999999995,317.45,141.2,720.15,239.0,104.65,109.7,479.2,215.85000000000002,219.25,141.8,99.0
415.3,531.4,261.1,120.35,415.4,92.9,365.9,303.7,711.45,330.6,184.65,137.2,467.45000000000005,375.70000000000005,283.6,131.3,99.0
404.8,522.9,285.25,100.7,330.29999999999995,89.69999999999999,357.35,348.6,629.75,301.85,155.10000000000002,130.8,332.8,458.2,280.15,135.5,99.0
534.55,631.55,310.0,50.8,525.45,224.25,264.05,317.15,824.6500000000001,407.15,206.14999999999998,132.25,433.70000000000005,537.15,250.2,120.35000000000001,99.0
577.2,647.25,448.65000000000003,135.64999999999998,542.0,547.8,234.4,401.25,939.0,463.3,180.5,136.7,382.0,697.75,304.85,118.10000000000001,99.0
260.8,337.84999999999997,556.25,69.2,305.95000000000005,422.3,227.75,180.9,304.2,193.8,366.04999999999995,151.6,185.20000000000002,367.2,409.04999999999995,126.5,99.0
351.95,397.95000000000005,160.5,82.1,217.9,376.45,540.3499999999999,143.60000000000002,298.35,320.95,293.1,130.2,195.95,211.35,304.79999999999995,176.2,99.0
299.04999999999995,476.05,279.8,120.1,333.95,439.6,401.7,309.95,254.7,519.1,217.10000000000002,195.35,144.85,336.70000000000005,165.35,133.2,99.0
325.4,644.7,58.400000000000006,109.65,388.5,695.15,407.5,378.15,215.5,715.9000000000001,158.3,256.45,214.05,528.55,243.65,198.20000000000002,99.0
239.5,705.9,112.75,358.2,365.15,579.35,333.6,313.5,177.95,705.8,172.5,314.9,227.7,411.04999999999995,254.85000000000002,341.65,99.0
330.1,703.3499999999999,57.650000000000006,262.2,311.79999999999995,504.25,496.05,432.1,109.45,640.2,207.2,262.45,291.9,354.04999999999995,310.45,281.45,99.0
638.05,480.55,74.75,216.4,475.25,325.65,444.85,256.65,417.85,487.0,193.05,231.95000000000002,475.15000000000003,350.75,299.75,155.45000000000002,99.0
548.95,531.2,228.65,318.35,283.0,579.3,322.75,203.7,235.95,647.55,201.55,227.65,390.85,483.35,229.9,169.75,99.0
726.55,737.1500000000001,328.79999999999995,187.3,289.7,852.65,252.85,191.45,176.39999999999998,630.1,230.7,164.1,307.35,556.95,252.1,266.35,99.0
1015.0,433.9,486.75,97.75,424.05,780.5,348.45,111.55000000000001,344.1,428.85,264.85,188.1,342.6,374.0,254.15,308.05,99.0
864.5999999999999,486.20000000000005,379.75,335.29999999999995,303.75,753.0,328.45000000000005,280.4,295.4,409.75,240.45,306.05,279.25,387.8,224.9,278.65,99.0
834.05,493.5,327.0,467.75,457.75,834.95,335.4,291.8,453.9,471.5,248.8,346.20000000000005,404.25,385.65,212.85000000000002,314.1,99.0
839.75,502.85,332.6,560.1,492.5,660.5999999999999,312.65,321.0,471.90000000000003,436.79999999999995,225.4,361.6,455.79999999999995,472.5,188.7,302.05,99.0
733.0999999999999,363.6,334.90000000000003,564.45,632.8,270.4,409.3,310.95000000000005,605.55,259.1,240.25,351.4,503.05,228.2,145.0,230.85,99.0
717.85,179.89999999999998,487.75,577.35,625.45,245.25,310.4,311.9,627.1,201.45,270.4,339.45,484.55,152.5,173.6,233.39999999999998,99.0
649.45,192.3,309.1,428.65,579.55,302.05,329.75,195.0,608.1,293.6,203.85,284.05,479.45,174.05,166.9,165.1,99.0
732.1500000000001,408.45,463.95000000000005,372.25,635.25,338.8,291.54999999999995,303.3,664.2,593.3,305.55,181.60000000000002,506.3,356.6,127.95,98.4,99.0
492.25,307.65,387.79999999999995,399.3,473.95,560.7,181.5,335.45000000000005,504.8,431.15000000000003,273.45,268.0,422.9,442.9,129.2,240.4,99.0
647.35,269.65,140.0,463.55,363.05,226.9,238.1,329.9,502.29999999999995,407.55,197.95,308.7,457.25,293.04999999999995,116.8,277.4,99.0
392.0,224.04999999999998,203.65,425.8,252.25,205.2,360.59999999999997,312.2,222.4,355.35,192.3,304.1,190.0,257.9,121.25,245.39999999999998,99.0
290.90000000000003,436.2,168.6,441.55,237.25,375.65,242.29999999999998,412.70000000000005,291.35,405.45,160.1,334.35,204.05,402.0,148.55,281.15,99.0
480.85,381.5,117.15,448.55,217.45,333.5,226.45,364.15,365.25,315.9,62.199999999999996,257.65,414.29999999999995,340.3,123.35,245.20000000000002,99.0
488.15,441.4,183.55,208.25,314.9,361.70000000000005,346.9,407.54999999999995,313.4,291.7,78.65,160.75,490.95000000000005,367.15,108.0,156.65,99.0
393.25,345.05,270.5,321.04999999999995,320.3,335.6,224.95,340.45000000000005,291.75,322.35,176.6,151.3,424.0,333.95,157.45,153.05,99.0
418.35,143.05,173.35,254.10000000000002,388.4,177.15,226.65,349.15,407.75,157.55,138.45,138.25,451.04999999999995,169.45,169.10000000000002,125.1,99.0
427.0,274.25,170.05,104.35,370.25,240.7,159.29999999999998,246.6,396.25,236.5,217.35000000000002,75.9,426.6,209.54999999999998,174.65,67.45,99.0
556.4,454.95,197.75,173.95,367.35,250.45,237.85000000000002,268.9,432.3,309.35,250.04999999999998,165.45,411.15000000000003,372.7,228.39999999999998,61.65,99.0
546.45,454.65,118.55,275.85,267.05,292.95,440.65,293.15,435.29999999999995,360.45000000000005,244.45,149.55,364.3,380.35,253.65,74.65,99.0
577.4,496.0,219.5,356.15,211.2,285.05,451.5,342.15,462.0,408.45,317.25,169.14999999999998,481.75,409.1,267.4,45.2,99.0
497.34999999999997,431.65,151.7,289.15000000000003,149.1,350.65,491.3,356.45000000000005,358.45,385.04999999999995,215.35,197.8,353.85,378.55,202.9,109.25,99.0
425.8,475.1,256.25,287.6,151.6,318.1,432.3,366.8,248.85000000000002,389.70000000000005,171.0,179.7,297.54999999999995,343.15,203.2,116.1,99.0
239.6,231.2,208.35,252.9,89.2,399.20000000000005,371.45,261.15,236.9,270.2,153.2,108.5,155.9,232.4,190.64999999999998,89.35,99.0
332.75,222.7,254.25,150.7,142.3,518.05,311.5,189.9,183.45,210.05,154.75,83.5,251.5,140.2,149.6,87.64999999999999,99.0
254.35,281.45000000000005,197.8,131.95,206.75,298.9,171.7,149.4,65.15,119.2,157.65,52.849999999999994,225.2,110.85,106.55,60.85,99.0
270.5,343.29999999999995,131.85000000000002,173.89999999999998,241.55,291.70000000000005,159.39999999999998,165.55,167.75,113.19999999999999,113.65,38.55,242.15,153.1,134.2,57.95,99.0
344.5,394.75,185.2,171.95,120.65,420.6,165.95,225.10000000000002,106.75,223.25,132.14999999999998,59.4,201.75,297.65,136.3,82.75,99.0
343.0,398.54999999999995,238.5,158.70000000000002,164.3,354.65,112.30000000000001,188.0,229.45,212.4,134.7,24.35,193.55,224.7,144.89999999999998,35.900000000000006,99.0
148.4,441.54999999999995,198.3,115.0,156.35,179.7,175.8,100.5,200.15,217.0,151.0,31.15,182.55,231.79999999999998,144.25,63.5,99.0
346.15,367.1,215.35000000000002,133.0,167.6,167.15,167.85000000000002,133.7,286.65,243.1,113.5,29.200000000000003,128.9,246.2,147.14999999999998,23.7,99.0
450.9,365.45,194.04999999999998,143.7,271.29999999999995,174.45,243.95,127.25,379.75,272.1,100.5,22.25,317.8,281.35,201.6,14.65,99.0
494.55,357.2,166.0,47.2,265.4,199.55,187.3,235.1,364.8,308.5,126.8,56.75,294.95,319.09999999999997,164.95,60.25,99.0
533.15,195.3,188.45,69.6,323.05,212.55,176.5,271.0,394.20000000000005,255.0,92.85,52.45,356.05,290.35,181.05,56.650000000000006,99.0
548.25,173.7,231.15,100.15,333.75,229.85,318.3,252.65,386.2,250.3,186.1,67.95,362.2,304.45,214.25,106.3,99.0
464.55,189.2,199.8,78.55,367.0,333.95000000000005,313.79999999999995,321.15,392.45000000000005,256.4,168.4,40.0,355.6,328.9,204.85,36.7,99.0
320.55,211.3,175.6,142.39999999999998,229.15,429.34999999999997,284.5,323.65,261.15,188.9,170.6,61.35,296.95,268.59999999999997,208.45,76.7,99.0
317.4,134.65,160.5,116.89999999999999,270.6,418.4,306.25,310.20000000000005,293.1,171.9,185.45,115.94999999999999,302.05,167.25,141.8,78.05,99.0
164.55,209.25,153.6,120.0,174.05,399.85,248.45,215.45,123.6,234.05,75.9,83.35,188.85,164.0,89.0,63.150000000000006,99.0
249.95000000000002,195.6,185.5,98.05000000000001,106.05,348.85,206.7,164.55,124.3,220.75,146.2,99.45,140.2,170.39999999999998,120.6,64.05,99.0
154.6,298.1,191.7,32.1,113.8,310.70000000000005,183.95,168.45,91.9,131.15,153.45,72.05,98.3,129.3,170.85000000000002,63.65,2.0
176.2,256.95,296.45,114.35,81.45,270.85,182.5,150.75,205.15,140.75,85.4,118.1,163.7,178.85000000000002,145.15,63.599999999999994,2.0
311.29999999999995,281.1,227.2,82.35,156.89999999999998,176.60000000000002,201.6,158.8,209.1,217.85,102.25,112.8,138.10000000000002,108.89999999999999,158.75,94.15,2.0
449.5,247.8,290.5,194.45,235.7,136.5,193.2,102.30000000000001,271.85,185.75,94.5,101.85,285.1,242.9,148.7,62.25,2.0
406.6,203.7,308.05,195.14999999999998,214.5,163.3,353.2,126.89999999999999,235.35000000000002,192.1,144.0,73.55,219.9,219.5,134.25,46.45,2.0
380.5,189.6,291.95,186.0,204.2,341.6,358.95000000000005,145.55,235.8,201.3,154.25,89.0,227.1,241.2,101.9,63.0,2.0
404.1,159.95,249.65,228.1,188.05,276.1,370.4,181.65,235.7,219.25,121.5,88.1,278.85,259.2,145.7,65.8,2.0
307.9,237.25,126.35,200.95,65.6,259.05,422.7,67.7,224.15,60.8,93.44999999999999,80.15,317.0,111.1,71.5,52.75,2.0
127.05000000000001,240.9,84.9,218.75,252.0,252.64999999999998,412.9,288.75,87.4,202.5,136.89999999999998,93.3,135.15,169.3,53.9,83.5,2.0
210.35,360.3,103.35,197.7,238.85,379.1,423.25,284.8,176.9,361.65,182.35,66.5,212.35000000000002,336.2,137.25,71.1,2.0
169.5,453.79999999999995,81.55,113.94999999999999,212.5,456.4,235.79999999999998,241.4,135.6,450.25,143.9,79.6,146.15,462.75,120.55,48.45,2.0
182.15,467.05,164.45,111.7,213.75,412.15,207.29999999999998,239.55,127.05,416.75,126.3,110.65,104.95,448.7,130.75,54.55,2.0
215.05,344.4,129.75,74.4,194.5,397.8,122.2,179.65,207.4,386.79999999999995,79.55,83.44999999999999,196.8,370.7,60.2,40.1,2.0
339.4,481.0,75.65,52.25,182.39999999999998,525.2,206.45,154.15,316.70000000000005,511.55,72.95,88.65,336.6,435.0,71.4,62.699999999999996,2.0
266.65,446.1,113.8,54.150000000000006,219.64999999999998,304.4,183.3,250.89999999999998,209.5,433.5,104.9,129.6,235.3,387.70000000000005,85.65,81.55,99.0
239.9,374.75,114.5,56.650000000000006,247.1,111.1,195.8,234.85,188.5,339.3,107.2,104.1,227.8,251.64999999999998,141.75,81.4,99.0
216.75,343.1,153.5,34.75,245.95,130.05,194.3,239.2,154.85,268.0,112.2,70.65,130.4,216.5,126.4,77.65,99.0
349.5,323.6,179.6,107.25,219.64999999999998,73.3,251.95,224.75,210.35,244.75,110.1,89.69999999999999,206.60000000000002,196.45,131.95,82.8,99.0
315.15,337.45,203.2,149.14999999999998,159.9,64.35,100.25,196.5,74.8,280.45,176.85,105.30000000000001,131.0,195.60000000000002,147.55,92.25,99.0
259.6,276.2,186.5,134.6,321.95,133.05,95.85,196.75,170.05,205.64999999999998,186.7,95.15,179.95,225.60000000000002,164.14999999999998,83.44999999999999,1.0
273.6,254.10000000000002,305.3,149.25,245.0,168.7,232.2,126.69999999999999,241.95,256.3,355.05,78.4,88.6,235.7,293.35,83.8,1.0
304.29999999999995,248.75,410.6,105.1,248.75,143.6,283.6,86.14999999999999,279.0,213.10000000000002,476.2,82.85,74.89999999999999,254.75,394.04999999999995,65.1,1.0
249.0,205.65,392.8,129.9,259.05,171.45,309.05,77.15,309.0,238.35,536.9,87.5,167.0,261.95,394.75,87.1,1.0
258.25,183.85000000000002,396.2,57.2,251.04999999999998,167.35,298.85,74.1,359.20000000000005,240.29999999999998,555.7,93.4,126.5,161.25,407.70000000000005,57.650000000000006,1.0
181.1,223.95000000000002,373.95000000000005,85.7,203.8,247.54999999999998,281.65,59.6,246.04999999999998,286.35,557.8,95.5,128.05,198.0,403.04999999999995,56.099999999999994,1.0
163.4,163.45,351.25,83.14999999999999,207.6,184.85000000000002,245.10000000000002,68.5,107.9,292.65,528.35,67.4,153.45,220.60000000000002,392.95000000000005,77.1,1.0
207.15,250.45,248.39999999999998,89.05,251.5,202.0,188.4,39.7,76.14999999999999,306.05,433.9,65.7,216.6,302.55,295.85,46.05,1.0
159.75,239.15,126.2,89.9,237.8,204.45,112.3,36.400000000000006,149.85,299.3,309.25,59.8,193.3,263.6,160.6,72.35,1.0
130.25,250.35,107.65,87.65,235.7,307.65,159.64999999999998,87.3,186.2,298.0,236.5,68.5,168.0,282.85,102.80000000000001,60.8,1.0
174.8,191.25,183.0,81.75,282.95,275.2,201.35,74.85,198.45000000000002,214.2,284.4,50.45,146.25,233.6,196.05,56.05,1.0
213.14999999999998,256.9,210.15,85.95,256.3,191.79999999999998,265.15,94.8,183.15,164.9,307.5,59.5,126.05000000000001,135.25,190.6,101.75,1.0
220.9,198.10000000000002,183.0,87.15,329.45,324.85,253.35,133.7,302.5,172.4,312.0,67.9,238.89999999999998,217.15,203.65,98.05,1.0
356.7,455.20000000000005,238.7,130.65,335.35,586.05,294.35,114.3,339.85,171.15,310.29999999999995,71.30000000000001,236.55,272.4,194.45,50.4,1.0
408.25,605.25,312.0,119.0,339.65,408.1,302.70000000000005,109.45,360.85,144.65,223.9,77.35,234.95,244.3,130.5,79.55,1.0
399.65,688.65,258.1,130.6,335.35,470.04999999999995,321.85,107.4,339.79999999999995,197.15,155.10000000000002,98.10000000000001,256.5,323.05,69.35000000000001,62.25,99.0
427.70000000000005,647.4,241.7,117.69999999999999,343.55,413.3,324.3,94.0,345.5,236.55,145.2,90.8,259.6,283.04999999999995,59.3,22.9,99.0
414.04999999999995,626.95,329.9,157.75,165.60000000000002,221.35,267.04999999999995,92.2,270.6,184.35,146.7,112.80000000000001,155.0,177.60000000000002,79.35,54.900000000000006,99.0
350.9,655.3499999999999,313.35,149.35000000000002,223.75,250.15,231.45,126.80000000000001,211.25,130.05,143.65,74.75,103.4,176.14999999999998,89.25,28.299999999999997,99.0
535.35,391.2,146.0,47.650000000000006,169.2,368.6,151.45,173.2,201.89999999999998,194.3,107.85,31.95,102.44999999999999,222.35000000000002,84.4,71.1,99.0
264.0,442.95000000000005,184.29999999999998,105.25,149.20000000000002,237.15,183.2,125.44999999999999,215.9,173.7,78.35,66.5,146.3,134.45,74.14999999999999,52.55,2.0
201.65,433.35,154.8,101.4,189.25,251.95,170.05,145.3,144.1,195.3,141.4,104.35,118.8,142.5,128.85,49.150000000000006,2.0
