12.5ch1,16.5ch1,25.0ch1,33.0ch1,12.5ch2,16.5ch2,25.0ch2,33.0ch2,12.5ch3,16.5ch3,25.0ch3,33.0ch3,12.5ch4,16.5ch4,25.0ch4,33.0ch4,label
346.85,256.0,195.8,137.5,267.15,751.0,187.55,108.6,316.25,657.75,178.3,147.95,113.69999999999999,449.1,90.15,52.3,2.0
330.8,246.4,160.60000000000002,213.45000000000002,278.04999999999995,697.6999999999999,115.85,253.65,243.35000000000002,582.05,184.1,255.64999999999998,338.9,514.2,170.05,137.7,2.0
335.2,201.04999999999998,311.65,157.9,254.25,603.8,251.29999999999998,178.9,284.5,315.8,327.35,231.35000000000002,152.0,478.4,81.95,163.60000000000002,2.0
368.9,200.5,315.25,152.2,251.4,477.5,316.1,149.0,345.5,248.65,339.35,151.64999999999998,213.64999999999998,294.4,118.85,135.2,2.0
333.95,145.0,335.75,123.55,396.25,405.45000000000005,238.5,164.25,373.79999999999995,274.20000000000005,328.1,113.05000000000001,174.39999999999998,260.34999999999997,97.9,138.9,2.0
372.65,218.55,370.25,117.5,450.5,286.5,264.6,83.95,448.35,99.75,366.05,110.5,214.60000000000002,285.95,140.5,116.45,2.0
292.55,130.39999999999998,183.2,109.1,381.15000000000003,392.7,181.65,47.5,355.04999999999995,411.04999999999995,212.60000000000002,68.2,262.25,213.85,157.6,123.25,2.0
340.35,248.6,127.9,92.45,370.55,392.7,107.94999999999999,251.55,361.1,328.55,118.05,153.85,255.70000000000002,260.85,127.19999999999999,92.55000000000001,2.0
382.05,291.3,205.0,123.6,382.45,441.1,130.89999999999998,134.65,485.25,454.45,175.5,136.05,230.4,135.85,106.8,98.9,2.0
172.25,174.65,156.25,148.6,227.85000000000002,473.0,71.75,162.05,421.85,371.55,85.5,158.7,86.0,162.0,103.2,131.95,99.0
202.55,161.25,172.65,104.75,216.35,464.7,252.25,133.7,434.55,357.7,275.6,68.5,85.1,149.0,134.9,60.2,99.0
120.15,172.2,214.1,115.6,145.1,422.6,261.25,82.5,219.3,233.9,238.5,98.6,119.0,205.5,135.35,70.8,99.0
163.45000000000002,229.7,140.95,172.7,188.4,304.7,187.25,157.3,250.25,231.65,119.10000000000001,111.30000000000001,136.9,162.0,130.35,62.650000000000006,99.0
254.25,206.25,183.7,121.45,238.15,245.20000000000002,213.65,120.7,458.1,228.95,235.95,109.85,152.64999999999998,179.1,147.35,71.15,99.0
397.85,199.25,189.4,140.65,401.65,305.9,177.55,144.2,533.3,275.1,287.45,126.05,179.3,245.75,171.4,66.3,99.0
215.75,165.95000000000002,76.75,104.0,422.5,285.0,150.0,77.65,478.05,295.55,263.8,126.6,183.95,199.5,285.9,79.65,99.0
169.55,279.65,130.45,66.0,546.65,343.15,211.8,144.5,475.5,293.2,379.3,143.8,176.75,220.5,269.6,85.2,1.0
314.29999999999995,277.65,98.95,119.25,601.3,375.45,375.6,132.3,523.8,294.6,477.35,120.75,202.7,221.14999999999998,280.65,91.25,1.0
579.3,304.65,293.6,151.9,551.9,374.8,313.8,114.15,728.25,416.79999999999995,471.2,143.9,302.05,217.60000000000002,293.4,97.85,1.0
363.6,376.35,254.89999999999998,157.05,506.75,464.7,323.45000000000005,116.7,495.04999999999995,520.3499999999999,468.70000000000005,156.2,192.85,220.05,282.9,127.1,1.0
333.7,297.45,241.85,101.05000000000001,602.95,409.15000000000003,266.15,88.85,488.55,410.7,400.04999999999995,141.15,238.65,158.7,258.9,86.8,1.0
296.0,159.35,309.20000000000005,79.6,406.45,460.55,216.85,144.35000000000002,519.2,355.7,480.5,86.75,303.05,91.7,295.85,87.19999999999999,1.0
419.15,133.95,329.55,76.4,376.05,445.45000000000005,233.60000000000002,97.69999999999999,623.65,274.79999999999995,501.09999999999997,71.30000000000001,370.1,151.64999999999998,295.35,89.6,1.0
461.2,101.6,274.4,49.7,303.4,472.4,223.1,77.8,689.2,445.04999999999995,495.29999999999995,55.849999999999994,378.5,151.4,285.5,79.75,1.0
482.8,195.35,317.0,81.5,258.05,376.95000000000005,254.45,106.55000000000001,705.6,309.85,483.3,57.5,369.54999999999995,153.5,216.85000000000002,80.75,1.0
437.65,278.25,297.05,137.15,347.9,311.3,238.05,132.2,709.5,267.90000000000003,372.7,134.85,325.05,239.70000000000002,176.45,69.85,1.0
514.85,341.4,346.15,53.699999999999996,447.0,278.85,349.15,123.94999999999999,828.75,405.15,522.4,138.1,321.35,294.1,230.7,45.45,1.0
575.55,435.9,301.95000000000005,169.4,601.85,430.75,457.9,203.95,989.05,599.05,622.0,259.3,224.3,277.65,212.39999999999998,47.75,1.0
573.0999999999999,461.45000000000005,358.05,199.14999999999998,577.7,399.45,522.75,227.15,1021.4000000000001,578.85,730.45,276.75,293.55,283.6,242.8,46.9,1.0
608.8,487.25,358.5,124.85,636.7,528.0,486.8,112.4,1083.95,610.1,712.65,183.15,384.2,253.4,262.9,51.599999999999994,1.0
610.5,626.3,351.8,295.3,674.35,440.8,469.25,224.39999999999998,1105.8000000000002,612.35,743.1500000000001,334.1,453.20000000000005,300.4,238.3,47.55,99.0
631.25,549.9,350.70000000000005,232.1,782.1500000000001,439.84999999999997,417.04999999999995,154.65,1142.1,627.35,712.0,235.14999999999998,526.75,303.6,251.4,43.55,99.0
656.45,861.25,274.65,142.0,576.4,705.85,325.8,170.4,962.3,982.7,552.5,239.05,536.45,280.84999999999997,303.20000000000005,63.95,99.0
664.85,806.55,277.15,73.2,546.2,765.95,314.3,132.7,940.95,1042.0,519.5,147.05,538.45,227.8,236.6,73.44999999999999,99.0
641.75,855.8,244.55,138.65,511.70000000000005,803.8,303.75,153.35,869.0999999999999,1123.85,479.75,187.85,443.4,262.25,180.25,47.95,99.0
679.7,827.0,324.2,84.65,426.1,825.3,317.0,113.25,786.3,1131.25,482.55,145.7,362.75,265.9,204.4,51.2,99.0
476.29999999999995,773.8,245.25,187.5,218.64999999999998,850.0999999999999,160.25,234.2,593.55,1089.7,306.79999999999995,283.70000000000005,227.25,249.0,180.54999999999998,118.85,99.0
334.4,716.25,184.3,305.3,220.1,804.75,44.65,381.79999999999995,461.2,989.5,173.64999999999998,409.45000000000005,184.25,185.55,204.45,133.35,99.0
523.55,357.9,184.0,98.3,217.89999999999998,248.85000000000002,48.15,100.05,367.6,217.64999999999998,21.2,116.94999999999999,227.95000000000002,102.35,167.25,94.8,99.0
499.79999999999995,289.75,148.95,75.30000000000001,203.25,432.5,238.65,85.45,399.95,253.85,187.25,99.75,271.5,104.15,138.65,88.25,99.0
410.5,287.3,163.3,60.85,247.10000000000002,307.70000000000005,121.2,34.5,321.05,153.95,59.6,43.0,273.9,156.10000000000002,100.69999999999999,91.55,99.0
412.6,280.90000000000003,97.44999999999999,69.85,474.3,253.14999999999998,141.7,77.85,418.65,131.5,116.9,94.55,280.05,185.55,126.94999999999999,93.6,99.0
362.4,327.9,159.0,77.35,415.6,332.95000000000005,134.39999999999998,78.85,333.9,147.75,77.3,101.4,308.95,238.3,129.35,43.3,99.0
392.54999999999995,374.65,72.65,71.95,373.45000000000005,320.15,83.35,62.05,353.4,160.7,81.35,58.1,336.8,252.05,125.44999999999999,97.95,99.0
293.9,420.6,176.0,60.650000000000006,351.3,270.2,147.1,98.69999999999999,288.65,230.45,167.75,130.6,255.2,300.0,176.45,69.8,99.0
377.7,509.65,121.55000000000001,71.1,482.75,273.2,185.39999999999998,73.6,440.0,369.9,41.7,75.35,330.79999999999995,369.0,63.95,84.85000000000001,2.0
344.8,423.3,176.5,89.8,479.75,207.9,169.6,99.5,399.7,317.2,62.4,132.2,276.20000000000005,336.15000000000003,32.2,84.55,2.0
220.6,386.75,168.1,57.349999999999994,325.65,125.5,135.8,59.050000000000004,235.8,335.2,107.95,84.6,264.25,254.75,70.75,83.30000000000001,2.0
163.95,315.4,169.6,78.35,327.05,161.9,209.75,114.75,193.9,365.8,200.0,155.65,179.7,255.45,129.5,104.4,2.0
183.4,336.65,194.75,112.2,335.25,297.5,109.5,53.949999999999996,219.14999999999998,337.90000000000003,125.9,82.1,225.2,302.65,131.3,59.75,2.0
258.29999999999995,376.4,186.75,110.6,221.95,229.20000000000002,116.35,13.3,201.6,300.7,130.15,49.65,207.35,276.55,104.7,57.800000000000004,2.0
279.55,385.05,198.5,88.44999999999999,281.15,203.9,117.6,94.85,339.55,298.75,157.7,73.1,194.2,248.3,131.35,51.900000000000006,2.0
298.2,394.0,122.05000000000001,133.25,382.25,124.05,106.25,80.05,399.25,374.8,125.2,79.85,299.95000000000005,242.1,117.15,72.85,2.0
341.8,448.59999999999997,141.6,105.8,370.1,106.75,156.45,49.599999999999994,416.95000000000005,362.15,188.45,98.45,333.45000000000005,270.4,108.0,136.15,2.0
315.9,370.45,99.75,129.85,176.55,226.9,176.39999999999998,71.05,346.8,440.79999999999995,130.85,89.4,408.0,247.1,79.2,77.55000000000001,2.0
305.65,370.1,111.5,143.3,217.85,253.60000000000002,155.1,102.7,365.15,606.75,116.7,170.4,413.65,386.05,78.2,91.9,2.0
350.4,383.5,173.8,120.35000000000001,275.59999999999997,280.70000000000005,165.65,83.05,449.95,639.85,118.95,139.35000000000002,372.29999999999995,374.75,68.95,37.2,2.0
204.7,403.29999999999995,144.85,68.4,252.9,273.65,171.75,103.94999999999999,260.25,643.75,74.0,138.15,200.9,404.6,129.7,27.4,2.0
212.75,325.4,128.8,31.15,217.85000000000002,271.0,152.75,108.75,140.3,586.9,108.35,112.25,168.60000000000002,423.5,75.15,37.65,2.0
250.35,355.4,173.15,86.65,272.65,178.35,151.9,149.75,233.05,445.9,163.85,170.05,328.85,414.04999999999995,86.7,73.75,99.0
239.39999999999998,333.8,149.05,54.5,207.0,209.1,155.4,53.7,167.4,373.55,111.65,47.75,298.55,384.6,46.35,82.6,99.0
247.75,500.3,107.45,86.89999999999999,190.05,189.75,148.64999999999998,121.19999999999999,283.9,411.95000000000005,204.25,98.89999999999999,242.5,362.2,72.5,69.45,99.0
271.25,404.7,152.25,60.8,272.75,239.95000000000002,111.10000000000001,127.4,282.1,437.3,168.55,115.35000000000001,249.25,353.84999999999997,61.4,69.4,99.0
314.85,426.34999999999997,91.94999999999999,145.35,382.45,268.0,192.0,111.85,404.85,539.0,163.6,97.25,208.0,330.6,69.65,98.55,99.0
368.5,441.95000000000005,27.900000000000002,149.1,447.4,299.6,52.599999999999994,124.89999999999999,509.20000000000005,589.7,39.65,100.6,222.64999999999998,301.3,134.6,95.0,99.0
363.55,409.4,167.85000000000002,85.25,355.70000000000005,268.1,199.95,61.599999999999994,466.35,472.8,281.0,96.75,198.3,305.2,145.9,59.3,99.0
365.5,445.54999999999995,226.05,103.4,181.2,254.75,218.85,61.9,297.75,463.65,314.3,61.400000000000006,191.1,282.4,115.95,64.4,99.0
146.2,436.2,151.0,91.1,186.95,190.25,157.79999999999998,83.05,220.45,405.4,227.0,107.65,193.15,236.04999999999998,103.30000000000001,59.95,99.0
168.95,567.1,291.75,69.45,259.1,386.55,272.29999999999995,79.75,354.9,635.2,337.95000000000005,54.15,186.95000000000002,264.5,98.69999999999999,86.2,99.0
329.85,396.35,178.75,92.80000000000001,246.60000000000002,236.60000000000002,122.19999999999999,170.2,415.45,396.8,219.05,140.65,189.05,201.10000000000002,166.75,100.4,99.0
448.25,381.6,162.55,78.05,244.25,83.05,219.35,157.55,482.8,210.0,450.95,131.2,218.9,289.70000000000005,290.05,59.05,1.0
293.9,319.35,311.35,106.5,369.4,158.25,226.75,120.8,637.55,172.1,621.15,111.19999999999999,281.9,184.39999999999998,372.25,110.35,1.0
387.35,325.4,277.85,98.8,503.1,247.75,197.5,153.75,814.5,267.1,586.2,136.2,400.55,163.15,425.5,97.35,1.0
462.2,240.45000000000002,279.15,105.44999999999999,562.25,276.4,247.75,122.8,904.6999999999999,154.7,627.05,100.3,426.65,120.8,453.6,39.849999999999994,1.0
543.35,270.2,255.5,94.1,553.9,137.05,249.1,86.30000000000001,874.95,51.55,555.95,75.1,408.3,199.64999999999998,440.9,47.599999999999994,1.0
348.95,272.1,225.2,123.05,437.85,184.2,192.95,18.950000000000003,745.1,230.1,460.9,93.64999999999999,358.45000000000005,297.95000000000005,387.85,65.75,1.0
350.9,206.35,291.75,84.10000000000001,308.85,240.1,193.64999999999998,26.2,557.7,290.75,432.79999999999995,57.0,303.85,260.85,337.35,49.849999999999994,1.0
306.2,188.15,293.0,47.95,240.2,290.9,203.6,65.30000000000001,500.05,335.45,465.54999999999995,39.3,273.25,258.5,318.15,65.95,1.0
297.04999999999995,199.85,318.79999999999995,74.15,316.75,313.95,211.95,71.1,593.55,373.5,480.0,57.5,287.95,346.55,292.65,82.1,1.0
224.2,168.39999999999998,316.1,37.3,336.29999999999995,211.5,264.35,136.25,585.4000000000001,288.5,484.6,99.3,269.25,193.05,300.4,65.7,1.0
402.85,227.3,274.8,87.9,440.75,227.6,226.85,103.7,607.75,316.54999999999995,445.8,72.25,343.35,186.6,293.15,89.55,1.0
590.9,353.8,263.8,91.85,507.4,210.75,229.3,133.65,693.3,329.05,434.45,126.05,425.5,264.1,287.6,108.55,1.0
540.3,303.05,213.15,85.6,506.4,96.80000000000001,252.25,136.1,553.1999999999999,231.25,300.55,200.25,329.04999999999995,200.65,197.5,100.75,1.0
466.6,172.15,183.0,77.6,498.35,90.55,250.95,46.1,550.55,99.94999999999999,273.0,137.8,256.8,37.150000000000006,191.7,104.19999999999999,1.0
509.70000000000005,132.8,158.0,131.45,474.9,149.4,225.65,90.9,642.9,71.25,241.60000000000002,136.4,318.65,167.14999999999998,121.19999999999999,105.0,99.0
507.20000000000005,140.85,108.85,71.0,276.8,260.45,254.9,147.15,478.90000000000003,157.8,315.75,165.95,401.35,137.35000000000002,142.25,70.95,99.0
386.95000000000005,156.0,114.80000000000001,33.050000000000004,313.5,193.4,201.45,57.8,334.0,225.14999999999998,219.3,72.1,287.54999999999995,217.5,68.4,83.7,99.0
473.4,120.55000000000001,150.7,111.69999999999999,317.05,209.0,169.64999999999998,118.5,369.5,201.25,95.6,166.7,282.8,173.0,96.6,75.2,99.0
431.9,316.45,178.5,64.44999999999999,350.45,245.2,159.75,129.1,502.25,193.45,125.5,129.25,243.25,243.75,126.65,55.5,99.0
409.15,542.4,151.35,145.35,446.95,209.95000000000002,245.15,66.25,532.0999999999999,393.1,199.39999999999998,142.55,196.35,389.54999999999995,96.05000000000001,58.349999999999994,2.0
231.0,564.35,191.65,95.65,446.54999999999995,216.2,237.3,78.3,342.20000000000005,466.5,170.7,110.0,133.9,363.35,82.0,80.6,2.0
262.95,570.55,191.10000000000002,96.14999999999999,286.7,249.64999999999998,197.6,61.45,262.3,408.2,161.5,171.15,185.14999999999998,416.75,100.80000000000001,27.75,2.0
224.20000000000002,648.9,153.4,89.9,319.9,253.55,203.8,69.85,305.05,456.25,198.35,131.05,244.35000000000002,535.6,147.95,50.05,2.0
182.1,679.85,133.0,91.35,402.75,162.6,202.5,158.35000000000002,304.85,566.25,202.85,128.25,100.75,486.85,118.95,28.5,2.0
187.85000000000002,580.45,133.1,27.95,338.4,86.64999999999999,215.25,125.25,193.65,482.75,241.0,93.95,109.94999999999999,389.70000000000005,183.75,46.25,2.0
102.19999999999999,543.65,192.85,90.2,363.75,106.85,214.8,102.65,175.6,452.4,223.15,52.25,52.650000000000006,346.95000000000005,118.4,62.3,2.0
110.0,574.9,212.65,76.85,276.8,129.35,165.15,102.0,152.05,516.55,141.15,117.4,145.60000000000002,395.25,89.25,59.95,2.0
128.45,559.95,112.55000000000001,113.7,232.14999999999998,136.55,172.10000000000002,103.85,95.5,521.8,85.95,134.15,148.39999999999998,398.3,85.95,96.75,2.0
303.0,472.65,164.85,106.4,199.85,160.75,121.5,81.55,144.9,494.75,112.15,166.4,122.19999999999999,384.35,124.75,30.849999999999998,2.0
195.0,496.5,134.5,41.7,210.7,209.95,63.150000000000006,87.2,242.95,510.6,138.0,105.10000000000001,245.1,392.8,90.0,64.55,2.0
239.25,660.05,139.15,125.65,199.25,298.45000000000005,105.0,76.95,244.8,721.85,156.8,135.6,157.65,517.9,125.2,63.45,2.0
245.85000000000002,525.0500000000001,124.0,52.8,158.65,211.45000000000002,107.94999999999999,106.4,224.10000000000002,668.55,159.9,115.9,117.89999999999999,376.45,95.69999999999999,55.95,2.0
329.95000000000005,699.1,203.45,33.3,189.25,157.0,73.2,117.75,329.9,772.0,110.19999999999999,79.15,118.30000000000001,416.54999999999995,116.80000000000001,58.05,2.0
353.8,793.4,237.0,131.45,165.25,175.35,134.2,125.35000000000001,378.2,811.1,159.64999999999998,176.95,217.20000000000002,485.95000000000005,129.8,57.2,99.0
246.39999999999998,800.5,261.85,70.19999999999999,156.5,153.55,159.15,135.1,270.3,791.5,224.7,145.65,201.25,542.55,107.19999999999999,62.15,99.0
379.3,744.15,245.55,90.45,131.65,182.5,142.29999999999998,82.1,268.8,722.65,167.89999999999998,140.85,238.55,499.45000000000005,115.5,41.25,99.0
258.65,395.25,237.39999999999998,78.8,161.85,148.5,129.7,43.1,141.1,329.95,244.2,83.2,181.0,227.5,125.3,51.7,99.0
237.35,264.35,237.5,97.05000000000001,217.95,281.2,137.7,75.25,239.04999999999998,291.65,353.3,90.6,189.0,183.15,136.25,25.8,99.0
537.7,220.14999999999998,218.6,117.75,281.7,434.45,197.39999999999998,89.85,322.5,325.9,448.4,127.75,277.3,173.45000000000002,295.6,68.45,1.0
417.4,291.6,229.20000000000002,54.35,261.7,250.4,262.55,54.699999999999996,117.7,227.7,506.35,59.7,266.20000000000005,321.0,372.70000000000005,68.5,1.0
358.0,383.1,216.75,110.45,213.2,369.8,351.35,88.4,249.45,442.6,564.8,155.0,316.15,274.2,333.55,51.5,1.0
304.0,387.70000000000005,169.0,66.5,168.25,464.29999999999995,314.6,18.75,332.95,493.15,541.95,55.95,351.25,234.3,340.75,64.60000000000001,1.0
393.8,343.05,210.05,54.55,321.54999999999995,502.4,329.75,82.44999999999999,627.3,494.6,529.4,78.25,250.7,183.6,286.2,57.4,1.0
298.6,211.85,222.8,111.05000000000001,378.3,425.65,325.70000000000005,141.2,553.1,418.25,475.1,166.89999999999998,200.45,200.0,203.04999999999998,63.3,1.0
344.9,157.95,256.6,84.25,466.2,284.55,314.15,94.0,605.75,268.5,419.05,133.2,244.14999999999998,238.1,172.7,76.75,1.0
435.15000000000003,185.39999999999998,285.0,63.45,576.75,522.35,340.25,114.0,725.25,394.40000000000003,516.45,117.0,365.8,237.6,213.8,76.15,1.0
498.85,200.14999999999998,248.85,88.0,574.95,475.04999999999995,349.25,129.7,787.6,410.29999999999995,490.2,106.45,435.95,193.65,219.9,73.5,1.0
525.55,354.79999999999995,266.45,100.80000000000001,654.95,430.85,322.40000000000003,51.15,876.45,509.55,489.34999999999997,55.5,458.6,243.85,260.0,67.65,1.0
511.9,288.55,207.7,65.15,616.65,432.7,389.70000000000005,77.0,928.85,449.15,551.1500000000001,121.25,449.0,141.25,283.2,91.8,1.0
598.55,268.1,164.4,110.75,688.6500000000001,414.0,360.25,119.0,993.25,400.70000000000005,524.65,139.10000000000002,449.5,183.85000000000002,294.85,96.30000000000001,1.0
449.65000000000003,271.4,251.6,99.15,473.25,514.85,371.34999999999997,66.3,907.8,394.95000000000005,498.25,98.55,393.8,215.6,283.2,75.19999999999999,1.0
344.75,240.9,189.0,26.85,460.15,407.75,320.9,115.95,865.35,403.25,511.0,97.45,387.79999999999995,219.0,291.25,89.1,1.0
274.3,216.25,207.05,19.5,366.95,324.75,324.0,112.4,738.5,324.55,472.1,128.4,360.55,190.05,286.2,89.95,99.0
163.64999999999998,176.1,185.85,24.95,271.0,245.15,282.1,95.9,593.4000000000001,204.7,392.40000000000003,82.65,307.0,164.6,260.45,82.1,99.0
145.3,241.60000000000002,147.8,20.3,137.8,188.45,305.4,96.1,294.0,246.6,416.0,22.5,199.9,174.25,291.1,82.8,99.0
128.3,256.15,186.55,48.75,134.10000000000002,187.25,267.85,70.05,131.2,239.15,357.95000000000005,23.05,47.7,162.95,236.6,68.0,99.0
272.3,71.6,137.4,42.5,277.25,130.4,192.4,46.599999999999994,316.75,122.15,252.05,45.5,220.25,112.5,178.39999999999998,28.55,99.0
300.04999999999995,72.95,115.1,96.35,127.85,121.05000000000001,56.6,50.45,222.45,108.05,221.1,68.65,214.75,116.25,178.25,75.30000000000001,99.0
522.45,60.8,70.35,163.85,276.85,104.6,82.1,107.19999999999999,430.1,96.6,118.1,138.35000000000002,332.75,69.5,96.35,86.4,99.0
373.2,176.45,91.15,107.9,160.0,124.30000000000001,104.1,102.6,227.7,281.8,150.55,74.5,254.89999999999998,228.0,127.45,82.55,99.0
343.8,204.1,61.65,115.35,224.85,97.75,109.8,60.8,206.95,255.95,97.6,75.75,286.65,173.85,130.05,80.65,99.0
454.09999999999997,230.35,95.9,151.95,200.7,213.60000000000002,87.55,93.45,252.64999999999998,348.9,140.15,100.5,321.15,232.35,149.4,57.25,99.0
401.85,307.95000000000005,123.05,70.15,152.7,197.0,85.9,48.45,200.85000000000002,357.0,177.4,46.8,310.85,273.75,131.95,76.5,99.0
369.45000000000005,324.05,143.55,115.8,155.4,207.95,128.5,75.9,178.9,387.84999999999997,160.65,159.39999999999998,212.6,217.4,126.4,50.8,99.0
306.8,332.65,124.9,117.19999999999999,128.45,223.35000000000002,103.35,60.95,144.25,383.25,212.8,111.9,221.85000000000002,230.4,113.19999999999999,47.099999999999994,2.0
260.65,194.75,139.0,49.650000000000006,222.85,168.25,112.0,90.25,165.85,231.8,178.9,163.85,298.0,151.7,102.35,49.599999999999994,2.0
141.60000000000002,164.4,125.0,42.05,195.8,139.1,86.8,107.80000000000001,196.64999999999998,301.45,88.2,94.65,182.4,170.95,157.55,64.6,2.0
297.0,270.2,160.35,64.05,141.15,194.5,127.3,133.8,195.4,388.1,205.14999999999998,108.1,220.35,188.35000000000002,66.2,63.45,2.0
274.8,502.25,232.45,11.3,250.8,264.35,186.35,126.25,336.85,466.5,215.25,77.25,173.65,386.54999999999995,106.30000000000001,23.1,2.0
217.15,431.20000000000005,100.6,36.5,377.85,285.1,95.75,100.85,346.29999999999995,350.95,188.5,78.5,163.65,375.85,135.7,45.7,2.0
352.75,348.1,78.8,54.5,494.3,244.25,136.9,87.4,526.25,207.7,135.65,37.7,176.3,346.7,118.7,40.150000000000006,2.0
453.54999999999995,363.6,119.9,91.1,252.5,212.75,155.2,80.95,423.85,181.5,125.2,89.4,237.20000000000002,356.6,100.30000000000001,56.4,2.0
558.75,349.35,232.3,92.95,224.45,274.55,226.20000000000002,83.95,460.5,301.35,233.75,63.0,195.35000000000002,291.0,138.10000000000002,48.05,2.0
335.45000000000005,381.4,118.94999999999999,129.85,305.2,195.79999999999998,163.5,111.1,341.35,292.1,161.55,47.95,191.95,259.29999999999995,88.95,35.5,2.0
300.35,436.05,184.1,134.8,280.9,152.95,203.5,68.5,325.45,359.3,200.0,64.0,226.0,282.8,82.69999999999999,23.849999999999998,2.0
406.0,517.45,162.15,76.75,204.6,128.5,209.5,33.65,370.9,462.0,168.1,108.1,277.5,307.35,93.05000000000001,50.75,2.0
535.9,557.15,68.75,69.7,341.0,194.54999999999998,152.0,76.15,518.85,547.65,113.2,68.35,337.5,324.95,37.5,30.25,2.0
415.25,423.1,181.65,66.75,415.79999999999995,243.5,305.3,38.849999999999994,489.7,451.95,120.35,69.45,292.4,248.25,135.65,29.55,2.0
366.4,316.0,131.05,14.600000000000001,363.85,403.15,223.65,106.69999999999999,515.6,461.9,171.35,115.55,301.9,223.39999999999998,177.2,44.15,99.0
299.65,386.55,107.65,69.25,191.89999999999998,421.95,181.85000000000002,115.1,374.65,482.55,87.85,89.1,253.15,191.89999999999998,146.0,23.599999999999998,99.0
295.55,263.6,106.6,65.2,230.45,451.95,113.6,59.05,312.1,443.05,103.95,41.0,286.05,264.9,159.25,41.85,99.0
230.45000000000002,205.7,100.3,68.7,143.2,395.70000000000005,107.75,68.35,215.2,253.39999999999998,122.2,82.9,226.9,124.1,156.39999999999998,38.4,99.0
272.8,170.7,87.45,52.300000000000004,79.39999999999999,377.29999999999995,92.14999999999999,63.3,164.15,453.70000000000005,125.0,34.15,180.05,207.25,131.85,40.75,99.0
271.65,222.8,67.05,69.1,163.6,333.35,117.05,51.900000000000006,261.25,400.6,214.25,64.65,203.39999999999998,220.9,123.85,20.75,99.0
445.2,120.15,87.35,31.6,244.35,359.05,131.05,82.25,415.55,431.1,253.85,59.349999999999994,215.55,270.8,193.89999999999998,49.099999999999994,1.0
544.5,138.15,128.45,76.7,355.8,357.3,119.0,77.15,591.1,367.95000000000005,352.15,110.8,211.79999999999998,272.35,182.15,69.0,1.0
427.70000000000005,160.35000000000002,177.65,81.6,253.9,311.85,256.9,98.35,637.15,334.55,536.6,70.45,179.89999999999998,208.39999999999998,222.05,71.60000000000001,1.0
429.65,200.0,247.79999999999998,90.3,324.95000000000005,309.4,267.0,75.3,749.85,439.5,610.9000000000001,87.55,271.45,198.6,228.14999999999998,98.39999999999999,1.0
352.1,295.75,208.85000000000002,84.35,295.0,353.65,261.65,55.5,684.8,464.35,620.95,95.55,296.45,244.25,257.75,72.05,1.0
385.05,278.75,242.35,61.3,326.5,315.79999999999995,308.1,83.8,744.5,371.5,676.35,68.05,352.5,260.05,279.3,62.900000000000006,1.0
456.5,236.6,242.9,118.95,390.75,422.29999999999995,220.95,74.2,817.55,427.65,596.1500000000001,150.25,348.6,248.04999999999998,279.5,73.0,1.0
497.15,321.0,78.4,83.5,535.4000000000001,458.40000000000003,182.5,97.25,823.9,531.55,494.29999999999995,79.5,366.6,243.25,272.6,46.95,1.0
391.85,379.79999999999995,247.45,75.95,395.05,376.9,226.95,61.45,625.75,498.75,483.0,60.05,209.15,250.95,275.35,33.65,1.0
376.35,368.65000000000003,190.3,68.65,380.25,340.7,182.25,25.85,513.9,398.55,302.65,43.8,167.2,270.79999999999995,238.95,50.0,1.0
267.6,258.65,176.5,75.44999999999999,427.1,306.7,275.8,51.300000000000004,530.95,312.35,225.2,27.85,246.5,228.6,146.75,25.9,1.0
295.65,231.14999999999998,291.15,35.7,525.75,252.7,287.40000000000003,128.65,704.5999999999999,198.95,346.6,75.4,435.95000000000005,188.5,229.0,55.8,1.0
205.7,236.89999999999998,245.95,26.049999999999997,518.55,238.6,274.15,123.69999999999999,756.25,162.5,350.6,58.5,427.7,146.9,221.75,35.1,1.0
345.7,164.35000000000002,233.35,38.2,475.9,164.35,285.65,112.95,709.5,158.89999999999998,382.45,58.1,409.5,99.3,257.85,56.95,1.0
172.5,166.64999999999998,262.1,37.4,441.7,164.25,261.9,124.75,560.7,198.15,387.65,121.4,333.75,153.55,269.85,63.6,99.0
163.7,258.79999999999995,283.9,68.1,264.8,182.65,243.2,116.05,399.55,237.15,354.25,125.10000000000001,304.1,240.14999999999998,247.10000000000002,57.85,99.0
130.65,238.25,220.6,84.95,131.15,255.14999999999998,208.95000000000002,99.2,242.4,190.55,311.45,104.55,276.29999999999995,243.65,283.9,68.1,99.0
445.25,254.35000000000002,141.3,73.85,329.15,122.5,258.05,36.400000000000006,320.9,161.10000000000002,214.4,119.19999999999999,97.19999999999999,217.3,110.44999999999999,74.9,99.0
299.8,268.75,123.30000000000001,90.6,252.55,160.4,190.85000000000002,83.5,304.0,271.6,102.4,65.6,158.85000000000002,234.3,77.75,71.75,99.0
421.70000000000005,307.70000000000005,61.7,92.7,217.5,193.5,113.5,109.95,366.3,283.3,121.1,100.30000000000001,209.95,165.5,142.55,65.5,99.0
253.55,304.5,101.2,77.0,195.9,226.2,146.3,81.8,210.2,260.9,65.85,70.15,237.45,163.95,140.95,78.80000000000001,2.0
192.0,226.45,103.25,97.85,298.3,194.8,132.25,123.1,189.64999999999998,170.75,169.85,100.75,217.75,195.2,75.1,47.15,2.0
